,標題,時間,作者,內文,留言作者,留言
10,[心得] 大團誕生（ 年度十大宣誓場下）,Tue Feb  6 10:24:34 2018,blueskymaple (☆大谷翔平我老公☆),"
2018.01.21
第一次看到大團要排這麼長的隊伍
在等待的時候順便發群組貼紙
然後有工作人員來民調想看哪一團
有一半以上都是回答老王
我是為了脆弱跟老王啦哈哈哈

體熊專科
第一次聽這團，瞬間變粉絲！而且talk很有趣，什麼牛仔褲很便宜啊前一天買的。跟著音
樂沒有歌詞一起搖動～

脆弱少女組
說實在，脆弱剛出來的時候我沒有很喜歡，一半是因為那我懂你意思了一半是曲風不合我
胃口，直到最近覺得好像可以再嘗試看看。雖然開場有點凸槌，可是後來還是很脆弱的完
成這場演出，果然還是很喜歡陳荒的現場呢！
老王樂隊
這團真的就是粉絲爆棚，最喜歡穩定生活多美好三年五年高普考，前大提琴手回來表演，
然後佳瑩在外面賣專輯QQ 之後他們要當兵了，要珍惜四月前的表演啊！

DSPS
很可惜的在老王表演完走了很多人，我也是第一次聽這團的現場，好喜歡主唱的聲音，最
後還跑去找她們買專輯跟簽名拍照！

The Majestic G麟角樂團
大推麟角！女主唱的聲音很厚實，很少看到樂團有嗩吶，來自香港的麟角跟我們對談沒有
隔閡，最後還撒30張他們的USB專輯，可惜離場看到很多碎掉的殼，只送不賣！

我覺得整場看完五團都超值得！待到快12點等老王拿筆拿專輯，現貨最後一張被我買到啦
！他們還說要在可愛巧虎島展前面拍照，很...可愛的背景。

--
","['SUJO', 'john0liang', 'graffitiblue', 'jeudionemore', 'Yanagi5566', 'Yanagi5566', 'tk930732', 'tk930732', 'tk930732', 'tk930732', 'clark2644', 'oyoy0413']","[': 我朋友跟我就是提早走掉的人，越想越後悔了QQ', ': 推心得！', ': 大家都在可愛巧虎島合照XDD', ': 推DSPS!!這場很值得~', ': 第一次聽DSPS是在水管上看到可愛的歌名', ': 一聽就愛上了!', ': 這場大團聽說是史上賣最好(？)', ': 2017看了三次開發場就是為了去看體熊 DSPS 老王 ，脆弱', ': 那場剛好有事，沒想到年底又把這四團湊在一起超開心，工', ': 作人員問的時候整個超難抉擇', ': 喜歡dsps', ': 是麟喔XD']"
11,[心得] 2018 大團誕生 年度十大宣誓場 NTBT,Thu Feb  8 01:43:15 2018,oyoy0413 (卡啦啦),"
這場真的太猛了，還好有去！
第一次買票看團跟板上第一篇就獻給這場了XD
看到板上那篇心得文又想起那天的回憶～～


體熊專科 @MajorInBodyBear
-
雖然以前沒聽過體熊專科這團
他們的風格真的很酷
印象最深刻應該是鋼琴的部分
還有吉他手把弦彈斷（？）
主唱的談話內容也滿無厘頭的 很可愛 褲子也是XDD
以後純樂不會再只想到康士坦跟Toe了XDD
（孤陋寡聞的傢伙）


脆弱少女組 @FragileGirls520
-
脆弱少女組現場真的起雞皮疙瘩
「我知道我失去你了」真的聽到鼻酸
聽現場就是很有渲染力啊啊啊啊
還有「我不喜歡你的＿＿」
修澤在唱之前解釋歌名的時候比那個下劃線
超可愛的！！
可惡沒有錄下來
而且他比好多次愛心我的沒有拍到QQ
最後面的台呼也是超可愛，青春洋溢的少女們(￣▽￣)

老王樂隊 @LaoWangBand_TW
-
老王真的不用多說，那天「我還年輕 我還年輕」的大合唱真的超給力
我錄限時錄不到立長的歌聲，全是我身邊觀眾的聲音XDD
而且我覺得大概有三分之一的人都是來看老王樂隊
因為老王一結束走一大堆人
有點開心有點難過
開心因為這樣我就可以擠到比較前面看DSPS(￣▽￣)！！
難過是為什麼不留下來聽後面的團啊啊啊QQ

DSPS @DSPSTW
-
他們的歌真的聽起來好舒服好溫柔
真的會聽歌聽到醉
所以拍照不是超晃就是被前面的觀眾擋住
（完全沒有關係。）
但幸好之後有合照到
稔文的歌聲真的超讚啊啊啊啊
還有我覺得小雞好高(￣▽￣)



麟角樂團 @TheMajesticG
-
我也是沒聽過，可是我覺得會被放在壓軸一定有很特別的地方
一聽真的愛上，主唱的聲音真的很有穿透力！！！！
很特別的是，他們是香港的樂團，而且還是第一次搭飛機出去表演
（再次慶幸還好有來這場XD）
我很菜不會說曲風，可是真的是會讓人著迷的那種
而且他們還有長號跟嗩吶！！！！真的被驚艷到！
那天他們還有丟他們的作品（隨身碟）
可惜太矮沒拿到QQ


結束後
-
稔文那天也有說買專輯支持樂團很重要
我也覺得，所以我原本抱著下禮拜吃土的心情要去買老王的專輯
因為團員要去當兵，可能要休團到七月，加上現場買還有簽名XD
可是繞來繞去一直找不到買專輯的地方
繞一大圈才發現，原來老王就在門口旁邊啊XD
但結果……
專輯……賣光了……
好……沒事……
還好有合照HP還夠回家……


我那天也有拿貼紙哦！感謝發貼紙的那位！
（應該就是上一篇的作者XD）
https://i.imgur.com/B5Nfy2v.jpg

--
","['Yanagi5566', 'Yanagi5566', 'john0liang']","[': 體熊真的幹話團xDD', ': 如果有人台北想要貼紙歡迎找我!!!!', ': 讚讚讚！']"
12,[徵求] 茄子蛋小巡迴,Fri Feb  9 12:50:06 2018,jack91303 ( 後來冷冷的),"
-------------------------------溫馨小提醒---------------------------------
                   發文前請詳閱公開板規並遵守法律規範
-------------------------以上文字可用ctrl+y刪除---------------------------


1.徵求內容：茄子蛋小巡迴


2.時間：2/9


3.地點：臺北面交或序號


4.備註：一張或兩張皆可
-----
Sent from JPTT on my iPhone

--
",['Yanagi5566'],[': 群組有人在讓票喔']
13,[交易] VAST&HAZY 台中場票一張,Fri Feb  9 19:29:19 2018,r7321731 (最刷的那種),"

1.買/賣/換：賣


2.交易項目：VAST&HAZY 台中場，一張


3.交易價格：350(誠可議)


4.交易時間：直到售出


5.交易地點：面交，2/11前嘉義市區面交，2/11當天表演現場面交


6.備註：笨蛋學妹多一張票
有需要的趕快站內我吧~~
感謝

-----
Sent from JPTT on my Samsung SM-A720F.

--
→ ShanShan1017: 阿哈哈哈哈哈哈哈哈哈麥當勞賣蛋糕傻傻分不清楚XDDD09/14 22:21
→ ShanShan1017: 有笑有推09/14 22:25
→ canblow: 樓上你根本沒推..09/14 22:26
推 Joymaybe951: 樓上上騙人XD

--
","['ShanShan1017', 'ShanShan1017', 'canblow', 'Joymaybe951']","[': 阿哈哈哈哈哈哈哈哈哈麥當勞賣蛋糕傻傻分不清楚XDDD', ': 有笑有推', ': 樓上你根本沒推..', ': 樓上上騙人XD']"
14,[公告] 本板交易區,Fri Feb  9 22:12:27 2018,Yanagi5566 (持續厭世中),"

表演資訊
TimeTree
https://timetr.ee/s/RMLWgP9O6bxdsl07M7a901sBA18v5tx7?f=l 感謝版友clinda大創立

-
表單格式
Google
(票務填寫) https://goo.gl/forms/lQs3xQKdmqadW17h1
(周邊填寫) https://goo.gl/forms/RpHKyAVrfKrqz8442
(清單檢視) https://goo.gl/g3NZny

感謝板友tracy25提供技術協助
*表單仍適用板規及相關法律規範

-
推文格式 -至多兩行，不符合格式會被刪掉喔-
 (徵、售、換)/(日期)/(活動名稱)/(票種)*(張數)/(交易方式及地點) 
舉例： 推 : 徵/0705/覺醒/未來票*1/台中面交

-
周邊交易只保留半年
若票務已完成交易請推文
方便俺管理

謝謝


近三期更新狀況：
2019.10.14 整理閒置半年的周邊徵求文
2019.10.17 請注意推文格式啊～
2019.11.01 推文整理

--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
","['Bittertabby', 'chsin0908', 'kmwoman', 'uSheng', 'hoyfisk', 'aeslin', 'shiftann', 'shiftann', 'jackal0562', 'Evaa', 'susushu', 'chenda1510', 'gogonostop', 'Mjun', 'Elaine1004', 'jack2160', 'jajumbo', 'gogonostop', 'jajumbo', 'aa8816', 'overlady', 'Mjun', 'niniqoo', 'j350012', 'halohachu', 'pepeboy', 'edinie', 'iirena', 'nini15618', 'su76739577', 'catnight', 'niyaaa', 'attackJ', 'chunchun111', 'iirena', 'leo840625', 'comarocker', 'zhazhalin', 'ada1988', 'hehehehe', 'ashianQQ', 'ashianQQ', 'lasadust', 'human92929', 's202655', 'gogonostop', 'hehehehe', 'bettyww', 'birken1018', 'ashianQQ', 'ashianQQ', 'jimmy201213', 'chihhlingg', 'chihhlingg', 'NotLuo', 'wanguxuan', 'mi96613', 'n12052233g', 'Yanagi5566', 'gtkingg', 'jennyc0830', 'danielchyr', 'z38237zzz', 'ZooLander', 'birken1018', 'a100489', 'dchdch', 'kmwoman', 'qwe2468558', 'kmwoman', 'mdkn25', 'hym74123', 'birdywhite', 'a29032732', 'stacysha', 'chenda1510', 'aokichen', 'pepeboy', 'pepeboy', 'fermhan5566', 'fermhan5566', 'danielchyr', 'danielchyr', 'kmwoman', 'kathyyya', 'AbbyC', 'xyucou', 'suuns', 'qwsp0912', 'xia075', 'q9563420', 'dailokao', 'dailokao', 'dailokao', 'fiiiish', 'StMax', 'WilliamTaft', 'blueskymaple', 'a20345992', 'iirena', 'iirena', 'yunhuangss', 'lisa21212', 'lisa21212', 'che10059', 'Cheeeeeese7', 'Cheeeeeese7', 'pjhs320279', 'pjhs320279', 'StMax', 'simoncat224', 'wonderkid', 'sunshinesam', 'fordayever', 'pin8989', 'chenda1510', 'Ocashi', 'chenda1510', 'birken1018', 'outerapple', 'mnbvcxz1234', 'mnbvcxz1234', 'mi96613', 'iamagoatt', 'Joyoung31', 'k300plus', 'nailazeve', 'ashianQQ', 'phoneee', 'bunbunboo72', 'StMax', 'teanoice', 'lavenderize', 'leo840625', 'mimi4369363', 'Hawkqwq', 'a223687', 'a223687', 'FuJiMountain', 'jerry0388', 'n7368827', 'che10059', 'che10059', 'haylee0212', 'sola121', 'leo840625', 'anie2622', 'anie2622', 'kk509472', 'iirena', 'erasermyself', 'linjason5068', 'linjason5068', 'niceglobl', 'chun1998', 'chun1998', 'ringohejia', 'asgzf', 'ringohejia', 'halohachu', 'halohachu', 'starrain', 'n12052233g', 'q9563420', 'erasermyself', 'yayayan', 'gogonostop']","[': 徵 幫買貴人散步暖鳥票2張/站內信 謝謝', ': 徵/2018大港開唱毛巾一條/站內', ': 收/無妄合作社T恤/不限顏色/S或M/站內信', ': 徵/2018大港開唱毛巾乙條、拍謝少年司目魚毛巾一條', ': 售/11月23-24/阿米斯音樂節/紀念票1000*1/台北面交或郵寄', ': 徵11/30美秀集團早鳥票兩張～', ': 徵/1130/美秀集團/早鳥票2張/郵寄匯款/台南可面交-超想', ': 去 TT', ': 徵11/30美秀集團早鳥票一張～', ': 徵11/30美秀集團早鳥票一張', ': 徵/1130/美秀集團/早鳥票2張/雙北可面交', ': 徵/1130/美秀集團/早鳥票1張/雙北及台南可面交', ': 徵/覺醒毛巾帽/覺醒面交', ': 徵/覺醒毛巾帽/覺醒面交', ': 徵/覺醒毛巾帽/覺醒面交', ': 徵/1130/美秀早鳥2張/台中可面交', ': 售/美秀集團炫炮專輯覺醒版/外盒有刮傷降價售/意者站內', ': 徵/美秀八寶山一張/站內', ': 專輯有含ep', ': 徵/覺醒水壺/站內', ': 徵/覺醒/毛巾帽不挑色（或包色可）/可蝦皮謝謝', ': 徵/覺醒毛巾帽/兩色皆可/站內信 謝謝', ': 售/覺醒/毛巾帽/意者站內信', ': 徵/美秀八寶山2張/站內', ': 售/覺醒/綠色毛巾帽/意者站內信', ': 售/拍謝少年虱目魚毛巾/新竹桃園面交、匯款後郵寄', ': 售/海上的人10週年黑膠版/$1199/台北桃園面交、郵寄', ': 徵/1123-1124火球祭/雙日盲鳥票*2張/站內信 謝謝', ': 售/1123/火球季/雙日盲鳥票*1/嘉義面交或郵寄', ': 售/覺醒/威卡人字拖(26)*1雙/站內討論', ': 售/1123/火球季/雙日盲鳥票*1/雙北面交或站內信討論', ': 誠徵/代購顏社紅色毛巾/雙北可面交/也可匯款', ': 徵 16-18年大港毛巾/一條/雙北面交', ': 徵/顏社紅色毛巾/價錢可談/彰化台中面交or郵寄', ': 售/11.23-24/火球祭/盲鳥雙日票*1 /站內信', ': 徵/無妄合作社T-shirt/不限顏色/M或L/站內信', ': 徵/拍謝少年虱目魚毛巾/林口自取郵寄/站內', ': 售：五五身極度浪漫 土色XXL一件全新未穿 站內', ': 徵/1130/美秀集團八寶山/早鳥票*2/雙北面交其餘郵寄', ': 售/1130/美秀集團八寶山早鳥/原價1000/台北面交', "": 8折售/全新未拆/That's My Shhh 4 毛巾/$480/彰化台中可"", ': 面交', ': 誠徵/顏社毛巾/價錢可談/台北面交or郵寄！', ': 徵/美秀集團/sound check EP/拜託你了', ': 售/1130/美秀集團/一張1000/站內信', ': 徵/1102/vast&hazy往診雲林或嘉義/1張', ': 徵/0928or1109/vast&hazy/基隆或台北場/兩張', ': 徵/1103/vast&hazy往診台南/2張', ': 徵/1130/美秀集團/2張', ': 售/全新犀利趴10恐龍長巾/原價500售300/彰化面交或店到', ': 店', ': 徵/1109/Vast&Hazy 往診/台北場一張/台北面交', ': 徵/1221/伍佰&China blue2019rock star/台南面交or站', ': 內談', ': 徵/1130/美秀集團八寶山/早鳥票*2/台北市面交其他郵寄', ': 徵/1130/美秀集團/2張/雙北可面交其他可郵寄運費我出', ': 徵/11/09/vast&hazy 往診/台北場一張/台北面交or郵寄', ': 徵/1130/美秀集團八寶山/早鳥票*2/', ': 徵/ 1109 VH台北一張', ': 徵/1130/美秀集團/1000*2/台北市面交或郵寄（運費我負擔', ': 徵/美秀炫砲專輯尊爵版/站內', ': 誠徵/代購落日飛車Carhartt T-shirt/站內信', ': 徵/1130/美秀集團八寶山/早鳥票*2/感恩各位好心人', ': 徵helskin lambda club 的毛巾一條/站內信', ': 徵/1123-1124火球祭/雙日盲鳥票*1張/站內信 謝謝', ': 徵/落日飛車 出差節目手冊一本', ': 徵/1123/火球祭雙日盲鳥票*1/站內信 感謝萬分', ': 售/美秀炫砲（覺醒版）/站內', ': 徵/1109/vast&hazy往診/臺北午晚都可*1/站內QQ', ': 售/拍謝托特包/9成新$600/站內', ': 徵/1130/美秀 八寶山*2', ': 售/美秀集團炫砲專輯覺醒版/未使用過降價售/意者站內信', ': 徵/1130美秀集團八寶山/*1/站內', ': 售/1103/顯然宇宙無敵台北/600*1/台北面交', ': 徵/1123-24/火球祭/雙日盲鳥票*1/台北面交佳 站內信', ': 徵/1114/deca joins台北場/一張/雙北面交', ': 徵/1114/deca joins台北場/兩張/雙北面交', ': 售/1114/deca joins台北場 雙人套票其中一張/700/新竹桃', ': 園面交 其他方式站內', ': 售/11/30/美秀八寶山/可單可雙（一次兩張有優惠/台中', ': 可面交or店到店', ': 徵/1123-24/火球祭/雙日盲鳥票or雙日學生票*2/高雄可', ': 面交 站內信', ': 售/11.30/美秀八寶山/2張/板橋面交', ': 售/鄭宜農/12.21天母體育館/2200/2張', ': 售/11.09/鐵玫瑰音樂節夜貓組/預售600*2/北捷面交', ': 徵/1114/Deca joins台北場/兩張/雙北面交', ': 徵/1109/Vast&Hazy台北場/兩張/雙北面交', ': 徵/1124/火球祭/一張學生票', ': 徵/1123-1124火球祭/雙日盲鳥票或學生票*2張/站內信 謝謝', ': 徵/1123.24/火球祭/學生雙日票一張', ': 售/11月23-24/阿米斯音樂節/雙日套票1000*2/台北面交或', ': 郵寄', ': 售/11月23-24/阿米斯音樂節/雙日票1000*2/站內信', ': 徵 / 11/23、24火球季 學生雙日 台北可面交', ': 徵/1114/Deca joins台北場/1張/雙北面交', ': 徵/ Vast & Hazy 任意場一張/ 站內信', ': 徵/法蘭黛2018巡迴專場香水/站內', ': 售/1220/老王台中場/2張/站內', ': 徵/1108-1110/貴人散步音樂節 暖鳥票/1-2張/台南面交or郵', ': 寄/站內信 謝謝', ': 徵/1128/toe專場/一張/雙北捷運沿線面交或郵寄', ': 徵/1130/美秀八寶山/兩張/雙北捷運沿線、桃園面交或郵', ': 寄', ': 徵/1123-24火球祭雙日盲鳥/一張/站內信討論', ': 徵/1108/兩張/站內信', ': 徵/1108/老王台北場*/兩張/站內信', ': 徵/1108-1110/貴人散步音樂節 暖鳥票/1張/郵寄，站內', ': 或寄信，謝謝！', ': 徵/1114/Deca joins台北場/1張/雙北面交', ': 售/1108/老王台北場乙張/站內信', ': 換/1109/VH台北場*1/下午換晚上或晚上換下午，台北面交', ': 徵/1130/美秀八寶山/兩張/雙北捷運沿線', ': 售/1109/OBSESS/1張/站內', ': 徵/1114/Deca Joins台北場/1張/雙北面交or站內', ': 徵/火球祭/1123-24/盲鳥或學生雙日*1/雙北或高雄面交', ': 徵/火球祭/11/23、11/24/盲鳥票*1/雙北面交', ': 徵/火球祭/1123-24/盲鳥或學生雙日*1/雙北或高雄面交', ': 徵/火球祭/1123-24/盲鳥*2/雙北或桃園面交', ': 換/11月29 換11月30 /美秀八寶山*1/高雄、台南面交', ': 售/1025/9m88/1張/站內', ': 上面9m88是台北面交', ': 徵/1221/鄭宜農給天王星/1張坐票/站內信', ': 徵/1114/Deca Joins台北場/1張/北捷面交or站內信', ': 徵/1109/vast&hazy/臺北午晚皆可*1/站內or面交', ': 徵/11.15/Deca Joins台中場/雙人票*1 or 湊票/站內詳細', ': 售/1103/顯然巡迴台北場/2張雙人套票/600*2/站內信', ': 換/持11月30美秀 換火球的學生或盲鳥一張', ': 徵/11/28/toe OUR LAST NUMBER/票*1/台北面交或郵寄', ': 徵/1114/衛武營久石讓音樂會*1/高雄面交 郵寄', ': 徵/1114/Deca Joins台北場/1張/北捷面交or站內信', ': 徵 /1128/ toe OUR LAST NUMBER/ 票*1', ': 徵 1/18 Cicada台中 一張雙人票', ': 換/美秀集團八寶山11/29換11/30', ': 徵/1221/鄭宜農給天王星/1張坐票/站內信', ': 徵/11/28/toe OUR LAST NUMBER/票*1/台北面交外縣市郵寄', ': 售/11.26/Gus Dapperton/台中彰化可面交、郵寄/站內信', ': 上面是ㄧ張預售票', ': 售/1116/法蘭黛專場/郵寄或現場面交', ': 售/11.29/美秀集團八寶山/早鳥*1/台北面交或郵寄', ': 徵/1109/Vast&Hazy/臺北午or晚*1～2/站內', ': 售/1222/血肉專場四人套票中的2張/郵寄或台北面交/站內', ': 信', ': 徵/1129.30同日*2/美秀集團/台北面交或郵寄', ': 售/1109/傷心欲絕/預售票兩張 一張800/郵寄  請站內信', ': 換/美秀集團八寶山11/29換11/30', ': 售/11.30/美秀集團八寶山/早鳥*1/桃園市面交或郵寄/站', ': 內信', ': 徵/1114/Daca Joins/1張/北捷面交or站內信', ': 徵/貴人散步音樂節1張/台南面交or郵寄/站內信 謝謝', ': 售/火球祭雙日票*2 $4500/台中面交or郵寄', ': 徵/deca1114一張/站內 （在當兵會晚點回覆但一定收', ':  拜託了', ': 徵/1123.24火球季雙日盲鳥票*2/北部面交或郵寄/站內信', ': 售/12.20/老王樂隊專場 台中場/四人套票的其中一張/台中', ': 可面交', ': 售/火球祭盲鳥雙日盲鳥*2/ 3750$ 高雄可面交', ': 換/美秀集團八寶山11/30換11/29/平日新竹/假日台北', ': 紅明顯  火球盲鳥已售 感謝獨立音樂板', ': 售/1123.24火球季雙日盲鳥票*1/台中面交或郵寄/站內信', ': 已售出', ': 徵／火球盲鳥or學生*1／台南面交郵寄', ': 徵／火球雙日盲鳥or學生*1／台中面交郵寄 站內信', ': 售/1129/美秀集團八寶山/早鳥*1/新竹面交或台北配合我', ': 售/1123-24/火球祭雙日票*1 $2360/台中面交or郵寄', ': 徵/11.15/Deca Joins台中場/雙人票*1/站內', ': 售/1207/沙漠音樂節/380*1/郵寄/站內']"
15,[徵求] THE XX海報,Sun Feb 11 02:01:14 2018,ray92110 (holefar),"
-------------------------------溫馨小提醒---------------------------------
                   發文前請詳閱公開板規並遵守法律規範
-------------------------以上文字可用ctrl+y刪除---------------------------


1.徵求內容：
想請問一下有沒有知道哪裡可以買到這張圖

THE XX的海報？（圖在備註）

有出過可是現在都找不到了

跪求各位大大

價錢不是問題，如果有願意割愛或者知道哪裡

可以買到的人歡迎站內信

感謝

4.備註：
https://i.imgur.com/884dGhf.jpg

--
",[],[]
16,[心得] 修學旅行,Mon Feb 12 01:51:13 2018,Squirtle223 (傑尼),"

2/11
修學旅行- 老王樂隊X睡後故事


最近頗喜歡老王又剛好在高雄就衝一波了
本篇心得應該也大多是在寫老王啦哈哈

首先由睡後故事開場

黃婕X林孟萱
手風琴加上木吉他的組合

黃婕的聲音很溫柔細緻 很有靈氣
聽了讓人陶醉

能查出的表演曲目有:睡後故事、掩飾、爪子
其他我就不知道了QQ


—

老王樂隊!!!

從去年被《 我還年輕 我還年輕》打中後就莫名愛上了哈哈
而吾十有五而至於學裡面的三首歌
其實都讓身為學生的我滿有感觸的

歌曲序其實記的有點混亂(根本忘光了)

《補習  門口高掛著我的黑白照片》

《曾經的女人啊 你在哪裡》
真是一首悲傷悲傷的歌啊，但歌詞讓人很想笑

《穩定生活多美好 三年五年高普考》
據說是寫給參加國考的前任BASS手，但BASS手國考好像沒過…
也是我最喜歡的一首，能聽到現場覺得寒假都圓滿了

《枯萎的玫瑰》
立長說是以一朵玫瑰被放在他宿舍，然後就發霉了，所寫成的歌XDD

《那些失眠的夜與難以忘懷的事》


還有cover萬能青年旅店的秦皇島
         張楚的上蒼保佑吃飽了飯的人民


最後以《我還年輕 我還年輕》結束這一回合






第一次聽live
也是第一次體會LIVE HOUSE的溫馨(草舍不知道是在熱幾點的)
前排離表演者真的有夠近
嚇死我了

也是第一次po心(賺)得(P)文(幣)
請大家多多包涵我的流水帳還有爛文筆XDDD

--
我擁有的都是僥倖
失去的都是人生

--
","['yora', 'fred5566a', 'fred5566a', 'lichen2', 'Squirtle223', 'Squirtle223', 'Squirtle223']","[': 推推！草舍真的很熱XD', ': 還有垂釣!!那首超好聽的 環保議題', ': 是說應該是專輯/書名才是《》 歌曲名或篇章名應該是<>', ': 我室友記憶力好好喔天啊!!!!!!!!!  推 超熱!', ': 啊啊啊啊漏掉垂掉了，新歌的歌名比較短莫名戳到笑點', ': 哈哈哈哈', ': 感謝f大指正，下次會注意的xd']"
17,[心得] 說個睡後故事 和老王一起修學旅行吧,Mon Feb 12 10:58:38 2018,ghost811203 (笑嘻嘻),"
標題走一個跟老王的歌名一樣搞威的路線 威~~

開場的睡後故事據說是老王的學長姐組成的雙人團，

木吉他和手風琴、搭配清新與低沉的合唱，

組成非常餘波盪漾的醉心前半場；

實在非常喜歡看樂手的手指每一個壓弦撥弦、輕巧在樂器上躍動的畫面，

可惜回家後在YouTube 上搜，似乎還沒有他們的頻道建立QQ

（但還是立刻追蹤了才剛建立沒幾天的臉書Fan page XD）

期待聽到更多的睡後故事！



後半場的老王樂隊，

第一次在網路上聽到時，就覺得：哇！他們一定會發光發熱！

而以一個追蹤優秀樂團的心態，將他們收納進愛團名單，

但直到昨晚，坐在離他們不到一公尺的距離仰望著他們的表演，

我才知道他們發出的光與熱會多耀眼地直接曬進我們的靈魂QQ

從主唱、鼓、大提琴、吉他、貝斯，整場的演出、每一首歌，都讓人的聽覺與視覺無法自
制地貪婪索求更多！

厲害的樂團有很多種，而老王對我而言，是那種：以最自在的態度，直接用音符強烈地衝
撞你的靈魂、你的每一根感覺神經，如此令人移不開任何一絲注意力的樂團。

謝謝睡後故事與老王帶給我們的美好修學旅行之夜。



活動末簽EP時，立長說他們會出席威卡！

一方面超期待，一方面又有點惆悵，

不知道還有沒有機會體會到，在這樣狹窄獨立的小空間，這麼近距離感受老王歌曲的機會
QQ

（雖然草舍裡面真的像在做桑拿XD)

最後，想請問有人有側錄到枯萎的玫瑰嗎，好喜歡那首~~~

--
","['lichen2', 'Fanlic', 'yora', 'Squirtle223', 'Squirtle223', 'berylru', 'bsw555']","[': 推推', ': SV有睡後的歌', ': 推推', ': 推優質文xdd,睡後故事的粉專讚好少啊～～', ': 推', ': 推推', ': 立長好可愛<3']"
18,[情報] 熊寶貝樂團 【 熊團補完計畫 】,Tue Feb 13 00:31:58 2018,Yanagi5566 (持續厭世中),"
https://goo.gl/wLjC8g

熊寶貝樂團Bearbabes
Page Liked · 2 hrs ·

親愛的大家，終於要來聊，上次提到的「百感交集五味雜陳大計畫」。


我們要啟動的是【 熊團補完計畫 】。
為了補完之前沒有完成的單曲承諾，也向支持熊寶貝的聽眾，認真地道別。這是熊寶貝最
後一個計畫，在這個計畫結束之後，熊寶貝這個樂團將走入歷史。


在休團三年間，關於樂團該何去何從，我翻來覆去想了無數次。終於在去年八月，向團員
們提出這個想法。雖然心情上非常捨不得，但他們都理解我的感受，也溫柔地同意我的提
議。


現在的家庭生活，有很多的辛苦，但更多的是平靜安穩。也因著如此，我重新找回了聆聽
音樂的快樂。偶爾有機會創作，也都大致維持著悠閒的步調。和音樂相處的時光不多，但
對我來說都很愉快也很珍貴。


而我知道若回到經營模式，想保有這樣的狀態並不容易。經營一個樂團不只關於音樂，有
太多資訊必須消化，狀態也經常隨著外在環境起伏擺盪。隨著年紀漸長，對於這樣的生活
方式所累積的疲憊，漸漸感到有些吃不消。如果有選擇的話，似乎是不想再回去那樣的循
環裡了。


我很喜歡一個朋友曾比喻，她的生活被熊寶貝以及其延伸的大熊星系暖暖包圍著。我想借
用這個說法，把這個計畫獻給，曾被大熊星系包圍的每一個人...


謝謝 魏駿和大偉，包容我這個同時對他們影響深遠的決定。


謝謝 陪著熊寶貝走過高山低谷的每一位聽眾。


謝謝 從大學社團時期起，曾陪伴熊寶貝走一段路的夥伴/音樂人：
滾滾、Foo、汪汪、性獸、老伯、孟諺、泰元、文碩、陳翰。


謝謝 曾經照顧過這個樂團的每一個人。
（十幾年累積下來真的太多太多......希望你們知道非常不會表達的我們，對於每一份善
意深深感激）


以我現在的時間與精力，用文章道別是最輕省的。但我想，熊寶貝從來都不只屬於我一個
人，所以我邀請團員們，一起把這些也許沒機會再唱的歌，為想聽的人再唱一次。（要先
向台北以外的朋友用力鞠躬道歉，樂團現在的狀態要安排巡演相當吃力，演出不得不以台
北的場地為主...）


最後謝謝熊寶貝，它給了我許多最美最痛的回憶。它讓我成長，它是我的青春，它保存了
我曾有的天真和熱情，往後我將用不變的愛繼續愛著它。


【 熊團補完計畫 】

:: 3/25 16：00 女巫店 ::

2006年3月25日，『 03：53 』的首賣會，一切從女巫店啟程。12年後，回到這裡，好好
地跟大家說再見。

▶ 預售500｜現場600
▶ 2/24 (六) 10：00 女巫店吧台開賣


:: 6/30 19：00 The Wall ::

The Wall也許從來都不是完美的場地，但永遠是我們青春記憶中不能挪去的一塊拼圖。如
此理所當然地，它是補完計畫的最後一站。


▶ 預售500｜現場600
▶ 2/24 (六) 12：00 KKTIX開賣
https://magiclane.kktix.cc/events/469d3bd7-copy-2


--

因為本人跑團年資較淺
第一場熊寶貝的現場是在去年的搖滾台中
記得他們唱環島旅行時
帶給全場的熱鬧跟溫暖


--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
","['dance1279', 'xiaowei']","[': 不！！！！熊寶貝是帶我進非主流樂團的第一團哪QQ', ': QQ']"
19,[公告] 2018情人節計畫,Tue Feb 13 22:52:41 2018,Yanagi5566 (持續厭世中),"

一年一度的情人節歌單計畫開始啦~

2/14整天

不限字數

標題用  [分享] 情人節告解歌 - (歌名)

一篇100P

發到我破產為止！






祝大家新年快樂！！

--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
","['blueskymaple', 'mco520', 'MIYAVIneko']","[': 小年夜快樂', ': 板主情人節快樂 ♡', ': 發到破財!!']"
