,標題,時間,作者,內文,留言作者,留言
436,[自介] marshmallowH,Mon Feb 18 21:01:56 2019,marshmallowH (草莓救星好き),"
http://i.imgur.com/tgwotJD.jpg
1.旅人音樂週記 毛巾_使用1次，下水1次_1.6折
2.第二屆回歸音樂祭 限量聯名毛巾_全新僅拆封，7折
3.第二屆游牧毛巾 藍白款_使用1次，下水1次_7折
4.第二屆游牧毛巾 黑白款_使用1次，下水1次_7折
5.PISCO紅虎運動毛巾_使用一次，下水1次_7折
——
全部購入約半年，除了回歸毛巾全新僅拆封，其餘皆只使用下水過1次

平常折好放置櫃子收藏，覺得以後用不到，所以出清~

彰化市區可面交
其餘開蝦皮店到店囉

-----
Sent from JPTT on my HTC_U-3u.

--
","['ashianQQ', 'john0liang', 'ashianQQ']","[': 3 4 5售出', ': 我改天也要來 斷捨離 ！ XDDD', ': 全售出']"
437,[交易] 游牧 回歸 pisco 毛巾 出清,Tue Feb 19 17:27:47 2019,ashianQQ (阿賢別QQ),"
Cover了洪安妮的我喜歡你，祝福大家有個甜甜元宵節。

這邊收聽：http://yt1.piee.pw/F8EXH
可以讚一下：https://bit.ly/2ARbcYS

--
","['john0liang', 'simonjolin']","[': 幫您推一個！', ': 感謝支持～']"
438,[分享] 洪安妮-我喜歡你 cover,Tue Feb 19 19:15:11 2019,simonjolin (simonjolin),"
https://imgur.com/a/jpesQMO


 9歲時，你憧憬他；
18歲時，你抗拒他；
21歲時，你理解他；
23歲時，你成了他。


當少年不再年少，

留下了什麼，又遺失了什麼？


讓過去所有憎恨、後悔與不能諒解，

一點一點，堆積成今日的自己，

到慌忙丟失之際，再不斷拾起一字一句；


關於虛度的時間、停滯不前的夢想、

怎麼也到不了的遠方、


關於昨天。





3/9(六) 台北 Revolver w/ 白頻率 White Frequency、荷爾蒙少年 Hormone Boys

活動連結：https://reurl.cc/7j5ND

預售表單：https://goo.gl/forms/vpPZl1zcdQ5rQoBY2



3/30(六) 高雄 Paramount Bar 《百樂門酒館》 w/ 宋德鶴Iron Horn、異鄉人樂團 The Strangers

活動連結：https://reurl.cc/4XZOD

預售表單：https://goo.gl/forms/BXGNJEyy63lIVUow2



4/20(六) 台南 TCRC Livehouse w/ Theseus 忒修斯、鐵擊

活動連結：https://reurl.cc/GXWvy

預售表單：https://goo.gl/forms/6Aa0GLqAj2drMlFQ2



5/4(六) 台中 洞穴 The Cave w/ Control T、70% 柒拾趴樂團

活動連結：https://reurl.cc/lZG29

預售表單：https://goo.gl/forms/c7ldRYtMGVD1uiW92




    本活動預售採Google表單記名，一人一份。

    各場次預售表單僅至開放前一晚22:59分。

    若超出場地人數容納上限，將可能提前關閉表單。



樂團介紹：


Who Cares.
第三人稱單數後面動詞要加s，很重要。

我們是胡凱兒。

Youtube:
https://reurl.cc/qkr1g

StreetVoice:
https://streetvoice.com/whocares2016/



大家有空一起來玩！
應該有成功迴避考試什麼的...吧？

--

","['moonhow', 'Tama429k', 'ToughPanda']","[': 推', ': 推', ': 推學弟']"
439,[情報] 「當少年不再年少」Who Cares 胡凱兒 春季巡迴,Tue Feb 19 20:35:10 2019,yeahygogo (海葵),"
一聽就停不下來了～～
這首從詞到曲再到MV都很有意思
Digital跟低著頭的近似音具記憶點
對唱的歌詞有種兩個人慢慢靠近對視的感覺
男生跟女生心裡想的不一樣但還是往前走
是一首會跟著搖擺 很青澀的情歌
MV的色調很美
9m88扮影城小妹好正
搭配馬念先害羞的表情
好想在KTV唱這首啊啊啊啊啊！

https://youtu.be/7L06_HW_HcA

--
","['john0liang', 'Scorpio777', 'xlhra', 'beverly4222', 'britkid', 'britkid', 'john0liang', 'imayday1123']","[': 我也想在 KTV 唱！ XDDD', ': 推 這首超級好聽 會一直重複', ': 超喜歡！', ': 推這首 太好聽了嗚嗚88', ': 公司會放電台聽，電台一天播十幾次', ': 已經聽到膩..', ': 播這麼凶喔？好扯！ XDDD', ': 很喜歡這首']"
440,[心得] 9m88&馬念先-你朝我的方向走來,Wed Feb 20 01:21:39 2019,blueskymaple (☆大谷翔平我老公☆),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪


1. 唉滴：tao77


2. 暱稱：Timpura , Rose(?


3. 星座：天蠍


4. 喜歡的樂手或樂團：
麋先生, 粉紅噪音, 忒修斯, 好樂團
deca joins, 告五人, 渣泥, 甜約翰
先知瑪莉, Vast&Hazy , 茄子蛋
伍佰, 雀斑, 美秀集團, 落日飛車
椅子樂團, 拍謝少年, Hello Nico
海豚刑警, 黃玠瑋 , 等等....




5. 喜歡的歌曲：
忒修斯的前往風光明媚的路上
忒修斯的駐水
好樂團的我們一樣可惜
粉紅噪音的告別

近期似乎都喜歡悲傷無奈的歌


6. 何時接觸非主流：
大學畢業之後偶然發現新世界
聽歌亂點Spotify點到麋先生
沒名字的人類專輯聽了好幾天
便開始尋找各種非主流聆聽



7. 想說的話：
其實一直都只聽線上串流
後來前女友帶我入現場坑
兩年多來陸陸續續聽過好幾次
不過現在只剩自己聽聽台北場
喜歡的樂手樂團名單裡面
也少了些有愛但不想再聽到的
還好自己又發現些新的愛團XD

朋友也對這方面沒有興趣
一個人聽久了偶爾會感到哀傷
希望在這找到頻率相近的同溫層
能一起聽喜歡的演出

買好了好樂團x瑪啡因2/22的單人票
也一個人聽這場的鄉民歡迎相認QQ
4月的所謂音樂祭有滿滿愛團演出
可是怎麼在宜蘭啊啊啊

最後謝謝非主流音樂板也謝謝大家






                         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

--
","['a2530720', 'ashianQQ', 'tao77', 'john0liang', 'john0liang', 'tao77', 'tao77']","[': 忒修斯讚！！！', ': 所謂音樂祭的卡司好強啊！', ': 大推忒修斯和所謂音樂祭～', ': 所謂音樂祭好酷！', ': 上次在那地點看風和日麗連連看，天氣完全不風和日麗。', ': 沒有去過風和日麗QQ', ': 已經買好了所謂單人早鳥XD']"
441,[自介],Wed Feb 20 07:46:22 2019,tao77 (timpuraaa),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪


1. 唉滴：
lyukuo


2. 暱稱：
豔紅

3. 星座：
最討人厭的摩羯座

4. 喜歡的樂手或樂團：
Deca Joins、拍謝少年、透明雜誌、橙草、Hello Nico、法蘭黛、鄭宜農、草東沒有派對
、晨曦光廊、無妄合作社、滅火器、血肉果汁機、康士坦的變化球、午夜乒乓、顯然樂隊
、那我懂你意思了、草莓救星、告五人、莉莉周她說、柯泯薰、Tizzy Bac、安溥、Tripl
e Deer、大象體操、萬能青年旅店、The Fur.、孔雀眼、甜梅號、聲子蟲、絲襪小姐、女
孩與機器人、1976、阿飛西雅.........（目前想到有這些啦）


5. 喜歡的歌曲：
昨天在聽晨曦的風中的人、泯薰的這是我的地方還有宜農的玉仔的心


6. 何時接觸非主流：
大二的時候吧，那時候其實身邊的人還是聽流行樂居多，慘

7. 想說的話：
大港快來拜託，我已經等了一年好痛苦......
而且很久沒衝撞，身體渾身不對勁啊！


                         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

--
","['tao77', 'sleetyarn', 'TakeMyUltra', 'TakeMyUltra', 'ann141414', 'alice645845', 'britkid', 'lily0904', 'ismydear', 'beverly4222', 'op1213']","[': 推deca joins 拍謝少年～', ': 喜好相近XDD', ': 喜好相近', ': 最近也是超愛玉仔的心', ': Deca joins 推爆', ': deca粉簽到(σ≧▽≦)σ我愛農農', ': 推橙草', ': 喜好接近，拍謝讚', ': 橙草還有在活動嗎', ': 喜好相近 推農農女神', ': 喜好相近']"
442,lyukuo,Wed Feb 20 15:40:52 2019,lyukuo (lyukuo),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★

╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：choussu


2. 暱稱：抹抹～


3. 星座：射手(・ω・)ノ


4. 喜歡的樂手或樂團：厭世少年、美秀、HelloNico、DecaJoins、Hush、草莓救星、康士坦、甜梅號、落日飛車、黃玠、告五人、晨曦光廊、IMeanUs.....


5. 喜歡的歌曲：妥瑞氏症、這樣的我、天文特徵、巫堵、我打工的咖啡廳、米兒......


6. 何時接觸非主流：高中的時候誤打誤撞在YouTube上無意間聽到了甜梅號，沒想到一聽不得了，從此陷進這個圈子出不來了XD

7. 想說的話：從去年才開始聽專場，記得有一次自己去聽落日雖然很開心但結束的時不免覺得有點孤單QQ 所以希望能在版上認識更多也在台中或是東海的版友可以一起去聽團～



         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

-----
Sent from JPTT on my iPhone

--
","['john0liang', 'john0liang', 'jason031625', 'lyukuo', 'kirin8kirin', 'john0liang', 'yoman860919', 'john0liang', 'beverly4222', 'dimasds', 'LuSoul', 'jason031625', 'jason031625', 'jason031625']","[': 快加入中區群組啊啊啊！', ': 我站內信發邀請給您。', ': 台中東海人+1', ': 哎呀 我也剛好住東海隔壁呢XD', ': 台中人一樣沒朋友(′；ω；`)', ': 樓上快去加入群組！', ': 台中人++ ！', ': 其實臉書社團的公告裡有公告中部群的邀請連結說。 XD', ': 有南部群組嗎XD', ': 一起聽 我也在東海附近', ': 東海附近沒朋友+1', ': 台中東海的朋友有人要去浮現嗎？想買山海屯跟浮現雙', ': 日聯票只買到浮現的，希望有人能收留這張浮現祭全區', ': 早鳥票']"
443,[自介],Wed Feb 20 16:43:59 2019,choussu (抹抹抹),"
","['Justin0610', 'john0liang', 'laa325770', 'ToughPanda']","[': 菸一支一支一支的點 酒一杯一杯一杯的乾 (啊！不是…', ': 大推 防曬油 - 等待 ！ XDDD', ': 其實後來我也有把大家推薦的整理成playlist哈哈哈', ': 胡凱兒 - 菸癮']"
444,Re: [問題] 求推薦跟菸/煙有關的歌！,Wed Feb 20 18:58:49 2019,Yanagi5566 (持續厭世中),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
1. 唉滴：RSoul
2. 暱稱：史瑞克 ／ Shrek
3. 星座：處女
4. 喜歡的樂手或樂團：
麋先生、告五人、Vast&Hazy、法蘭黛、理想混蛋
隨性、康士坦的變化球、老王樂隊、美秀集團、顯然樂隊
滅火器、荷爾蒙少年、南瓜妮歌迷俱樂部、陳粒、貝克小姐
黃玠、Trash、Hello Nico、渣泥...etc (還有很多)



5. 喜歡的歌曲：
麋先生-接著https://youtu.be/AsOgbM2qnfU


康士坦的變化球-擱淺的人https://youtu.be/NhJCYJs0XIA


渣泥-半心
https://youtu.be/GedcwChv85k


告五人-披星戴月的想你https://youtu.be/VpwAq7hiij0


南瓜妮歌迷俱樂部-微光https://youtu.be/oFD5GelrE1M


貝克小姐-四月七號https://youtu.be/mbllaZuvhDs


荷爾蒙少年-4:00AM
https://youtu.be/AQWYfvgh_ws


(最近琅琅上口的)



6. 何時接觸非主流：
起初是先在Youtube聽到麋先生的上台，覺得這首歌很好聽，才慢慢開始找一些非主流/獨
立音樂，那時候也沒有什麼特別去了解那些音樂或者樂團，只是覺得很好聽而已。

後面經過PTT還有各種網路資訊，才又了解了更多
雖然身邊周遭朋友沒有什麼人在聽，但是上次聽到學弟在播放美秀集團的小老婆和擋一根
，突然覺得看來我上班的播放清單悄然的感染了哈哈，心中有種開心的感覺。

我的播放清單，不嫌棄就聽聽吧
會慢慢更新的哈哈
https://reurl.cc/gZLgz



7. 想說的話：
希望可以認識更多志同道合的朋友，一起分享好聽的音樂，雖然我還沒有去參加過專場或
者音樂祭，但依然無法澆熄我的熱情，未來有機會一定要去！

順便曬個我家的小狗
http://i.imgur.com/J7dYnQ4.jpg

        ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016


-----
Sent from JPTT on my HTC_U-3u.

--
","['tao77', 'blyaoi', 'whalewhere', 'john0liang', 'beverly4222', 'yuki08']","[': 推麋先生 入坑原因一樣XD', ': 推告五人跟黑柴', ': 推推渣泥 跟貝克小姐！', ': 小狗好可愛！', ': 推南瓜妮推微光', ': 推荷爾蒙少年']"
445,[自介] RSoul,Thu Feb 21 00:06:32 2019,RSoul (史瑞克同學),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★

╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：p1026


2. 暱稱：小豬


3. 星座：天蠍


4. 喜歡的樂手或樂團：
甜約翰、法蘭黛、VOOID（洪申豪）、Deca joins 、Hello Nico、海豚刑警、傷心欲絕、厭世少年、草東沒有派對、落日飛車、告五人...可能還有，但一時忘了


5. 喜歡的歌曲：
可是啊、大家都唾棄ㄉ低能婐爱ㄋ、降雨機率、快樂、夢、也許我見不到你了、一起吃鍋的朋友、夢幻湖的下午、I know you know I love you 、披星戴月的想你...應該還有，寫不完了

6. 何時接觸非主流：大概從2016開始，被同學們影響


7. 想說的話：大家～一起來推坑、聽團（不知還有沒有台北場的聯誼唱歌呢）



         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

-----
Sent from JPTT on my iPhone

--
","['tao77', 'ghedkhl', 'john0liang', 'john0liang', 'yoman860919', 'p1026', 'ai791016']","[': 推～重疊的不少', ': 唱歌唱起來，有沒有桃園場(小聲問 跑台北也ok', ': 台北場以後還會有啦。', ': 歡迎各位板友們自行揪團耶。', ': 推 喜歡的重疊率很高XD', ': 不然我三月開個平日晚上的，有人要來嗎？', ': 有開我就到!']"
446,[自介] ,Thu Feb 21 01:01:51 2019,p1026 (豬),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：sweet0108


2. 暱稱：Triple M


3. 星座：射手


4. 喜歡的樂手或樂團：Vast & Hazy, Sweet John, Hello Nico, Triple Deer, I mean us, So so Hero, 伍佰 & China Blue, 渣泥, 草東沒有派對, 茄子蛋, 粉紅噪音, 自由落體, 大象體操, 麋先生, 老王樂團


5. 喜歡的歌曲：關於青春, 走, 無意, 山海, 浪流連, 手刀慢跑, FINGER


6. 何時接觸非主流：16年聽了簡單音樂節，之後就陷入了...



7. 想說的話：下個月大港見
                                       ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■          ■              ■   ■■■   ■
  ─┼─          ■  ■          ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■           ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■        ■
■  ■           ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016


--
","['tao77', 'ann141414', 'john0liang', 'beverly4222', 'sodaer']","[': 粉紅噪音！！', ': 大推粉紅噪音', ': 大港見！', ': 大港見', ': 好多喜歡的跟我一樣～']"
447,[自介] sweet0108,Thu Feb 21 15:37:25 2019,sweet0108 (空空),"

愛過的______

那些愛過你的，你愛過的都將成為你生命的一部分，
伴你成長，伴你流浪，就算已不在身旁。

而看似回不去的，都已經存留心底，滋養我們成為更完整的人。

附上三首歌 ，願你我都能好好安放那些曾經深刻愛過的故事。

請帶走我的勇氣ttps://streetvoice.com/yasakamark/songs/574584/
我嫉妒妳是魚ttps://streetvoice.com/yasakamark/songs/574585/
海上的人ttps://streetvoice.com/yasakamark/songs/544996/

青原的粉專

https://streetvoice.com/yasakamark/songs/574584/

票價 | 單人預售票：300元/位 雙人預售套票：500元/套（預售將於2/23中午整點開賣！）
時間 | 4/6(六) 19:45入場 20:00演出
地點 | 台中 玩劇島小劇場LittlePlay 台中市西區精明一街75號B1

——
然後還有
台北場3/24
高雄場3/31
雲林場4/13

去年年底沒跟到青原的小巡迴，今年年中總算能跟到了
不知道版上有沒有人想去台中場的然後找沒伴，可以跟我合購雙人套票哦xD
【合購已徵到哦】




-----
Sent from JPTT on my HTC_U-3u.

--
","['john0liang', 'ashianQQ']","[': 謝謝你來揪合購！', ': 合購已徵到~']"
448,[情報] 吳青原 / 聽青原說秘密/台中場4/6,Thu Feb 21 17:04:09 2019,ashianQQ (阿賢別QQ),"

cover了好樂團的-我把我的青春給你。因為愛你，所以把青春都給了你，分享給大家。
http://yt1.piee.pw/FXMYH

--
",[],[]
449,[分享] 陳洛cover|我把我的青春給你-好樂團,Fri Feb 22 01:13:14 2019,simonjolin (simonjolin),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪

1. 唉滴：kurumiii


2. 暱稱：肉


3. 星座：雙魚


4. 喜歡的樂手或樂團：甜約翰、VOOID、Deca joins 、落日飛車、午夜乒乓、草東沒有
派對、那我懂你意思了、茄子蛋、椅子樂團、椎名林檎、東京事變、水曜日的卡帕內拉、
cero


5. 喜歡的歌曲：

落日飛車－Greedy 、angle Disco Love、十年台北、New Drug

Deca joins－海浪、浴室

VOOID－礦石、新月

午夜乒乓－找一片空地、夜的輪廓

甜約翰－降雨機率

椎名林檎(和東京事變一起打)－石膏、能動的三分間、丸之內虐待狂、本能、浴室、流行
(還有很多很多列不完)


6. 何時接觸非主流：高中看到椎名林檎的垂涎三尺演唱會廣告，就被深深吸引，在日系
音樂逗留很久，大學的時候發現有樂團會在專場唱林檎的歌就開始認識台灣獨立音樂

7. 想說的話：認識的獨立樂團沒有很多> <現在最喜歡的是落日飛車，身邊聽獨立音樂的
人很少，日文更少，所以都自己跑來台的日本歌手演唱會(淚，今年想嘗試聽團，希望能
在板上認識台中或高雄的版友一起聽團~~謝謝~~



                         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

--
","['john0liang', 'beverly4222', 'beverly4222', 'sleetyarn', 'kurumiii', 'kurumiii', 'kurumiii', 'fordayever', 'chsin0908', 'tao77']","[': 快去找到連結加入中部群吧！！', ': 喜歡的團很相似 第一次看到有人推林檎QQ', ': 台中 高雄都可以一起聽團喔', ': 我也喜歡椎名！也一樣自己一人跑日本歌手的演唱會QQ', ': 謝謝以上幾位QQ', ': 已加入中部社團~~~', ': 歡迎站內信和我聊天(羞', ': 東京事變！', ': 有蘋果給推', ': 推落日飛車 椅子樂團']"
450,kurumiii,Fri Feb 22 03:13:30 2019,kurumiii (肉),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★

╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：gonw


2. 暱稱：吃到飽


3. 星座：巨蟹


4. 喜歡的樂手或樂團：
隨性、怕胖團、老王樂團、告五人、Deca joins、理想混蛋、鐵擊、昏鴉、康士坦的變化球、美秀集團、法蘭黛、麋先生、都市零件派對、Vast&Hazy、草東沒有派對


5. 喜歡的歌曲：
擱淺的人、巫堵、米兒、噴射時代、行星、深夜獨舞、你要不要吃哈密瓜


6. 何時接觸非主流：
大一的時候聽Matzka意外點到大團誕生，然後玩社團之後就回不去了


7. 想說的話：
台中邊緣人求溫暖，我是菜逼八找不到台中群組QQ



         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

-----
Sent from JPTT on my iPhone

--
",['CreeperC'],[': http://line.me/ti/g/OcK0IS8i_j']
451,[自介] gonw,Fri Feb 22 11:36:52 2019,gonw (那也沒辦法R),"
草東幫赤燭新遊戲還願打造的同名主題曲-還願

原聲帶已在KKBOX、Spotify和Apple Music等各大串流平台上架!

http://www.devotionost.com/

KKBOX:https://kkbox.fm/Ja3yVb

Spotify:https://goo.gl/ybywwx

Apple Music:https://itunes.apple.com/tw/album//1453134308

專輯以傳統樂器與民俗音樂混合日常生活中的擬音製成，包含15首遊戲配樂與演唱歌曲。

《還願》是款設定在1980年代台灣的敘事型心靈恐怖遊戲，當你遊走在一個又一個過往片
段，隨著一層層的解謎抽絲剝繭，逐漸挖掘出掩埋在家的表象下，那些難以面對的不堪真
相。

------------------
《還願》

詞/曲/編曲/唱奏: 草東沒有派對


只夢到這裡
失望的人 這次沒能紅了眼眶
我們讓大海淹沒了嘴 享受著辛酸
紛亂的光線裡 我閉上眼去看

還想和你談論宇宙和天空
或是沙灘裡的碎石和人生
你會不會還是坦率的笑著 我的荒唐

我們讓大海淹沒了嘴 享受著辛酸
紛亂的光線裡 我閉上眼去看

還想和你談論宇宙和天空
或是沙灘裡的碎石和人生
你會不會還是坦率的笑著 我的荒唐

無處混亂 也無處是你我

-----------------


--
","['nina430tw', 'LanceHaHa', 'ashianQQ', 'SuperRoMay', 'dengjyun', 'Yanagi5566', 'sd950283', 'beverly4222', 'john0liang', 'writter', 'e2052kill', 'lyukuo', 'a2530720', 'hankower', 'yoman860919']","[': 沒很好聽啊，也就聽兩百次而已', ': 沒很好聽啊 聽到手機回充三次而已啊', ': 碼頭姑娘也超好聽的QQ', ': 沒很好聽啦，就聽個300次而已', ': 歌詞好喜歡', ': 沒有很好聽啊 發佈沒多久聽到現在還在聽而已', ': 超神', ': 詞曲跟意境都太好了', ': 沒很好聽啊！只是我不敢聽而已…。', ': 吹捧 我聽五百次就聽膩了', ': 沒有很好聽啊，只是太小聲而已', ': 恭迎慈姑觀音 度世顯靈四方', ': 沒有很好聽啦 只有刷了200遍左右', ': 不耐聽 連續播放五百次就膩了', ': 真的超有意境']"
452,[分享] 草東沒有派對-還願,Fri Feb 22 15:50:41 2019,MichaelMao (毛毛),"
最近發生了很多事情很沮喪
然後偶然聽到這首歌
很溫暖的嗓音
溫柔這個詞看似很柔
卻能夠給人帶來一股不小的力量
就這樣反覆地聽

後來看到這首歌是寫給一位憂鬱症的朋友
更是感同身受
對以前的我來說
會覺得自己太柔弱所以敵不過流言
到後來的後來遇見了一個人
也跟我說過跟歌詞很像的話才走出來

在溫柔被發現之前
雖然悲傷 但還是要堅強走下去
-
Youtube
https://youtu.be/boETEUNxZJY
Streetvoice
https://streetvoice.com/zos/songs/574681/

--
","['aa85720tw', 'xlhra', 'ashianQQ', 'ashianQQ', 'Yanagi5566']","[': 前幾天也在街聲第一次聽到QAQ 一聽就喜歡!!', ': 一聽就愛上！', ': 吉他跟人聲都好好聽', ': 感謝推薦！', ': 剛剛在街聲排行榜聽到 喜歡!!!']"
453,[心得] 綠繡眼Zos-願溫柔的妳被世界溫柔以待,Fri Feb 22 19:31:15 2019,blueskymaple (☆大谷翔平我老公☆),"
目前報名人數實在很少。

所以台中場就先取消囉。

等接連的音樂祭告一段落之後，中部的板友們再來一起唱歌吧。

",['Yanagi5566'],[': 我們一樣可惜~~']
454,Re: [做朋友] 因為你 KTV 聯誼活動 台中場,Fri Feb 22 23:15:44 2019,john0liang (約翰想變強),"

「六月一號，阮做伙在基隆大聲唱歌！」

聽團認識的朋友去年和我提起他醞釀已久的想法，他說他好想好想在基隆辦一場屬於大海的
音樂祭，想要這座城市有海浪簇擁，也有愛音樂的人簇擁著。

2019年06月01日，把你美好的週六留給更美好的海湧祭，一起來應該不會下雨的基隆市，我
們喝酒我們聽表演我們做一天浪漫的海港人。

https://www.facebook.com/haiengfestival/

Sent from JPTT on my iPhone

--
","['john0liang', 'BANANAaaa', 'Yanagi5566']","[': 雨不停國！', ': 推一個', ': 推']"
