,標題,時間,作者,內文,留言作者,留言
741,[分享] 厭世少年 - 甲午戰爭,Fri Dec 29 22:31:09 2017,micky0803 (ㄇㄐㄐ),"
https://goo.gl/GhQQgB
留給你的我從未

每過一天ꀊ叮嚀自己再勇敢一點
面對生活再堅決一些ꀊ努力走過漫漫長夜ꀊ才能讓你看見

其實我ꀊ也不是真的不了解
茫茫人海中的妥協ꀊ雨後也未必有晴天ꀊ但我腦海的畫面

你的眼神比想像中還要和煦深邃ꀊ(在你的面前)
提醒我會不會看起來開心得太狼狽
沈澱了 整片藍天

留給你的心跳我從未ꀊ讓它冷卻任何一些
留給你的笑容我從未ꀊ讓它黯淡任何一些
-----------------------
有次偶然的聽到甜約翰的現場
單純的喜歡上了這首歌的旋律和鋪陳
其實一直以來都不太擅長對自己喜歡的歌多下註解
但還是希望把近期無限循環的歌分享給大家！

--
","['MrJohn', 'ning1224', 'oyoy0413', 'xlhra', 'chercyt2081', 'popopoman7']","[': 推', ': 推！！', ': 推 超喜歡這團！', ': 大推', ': 齁', ': 推甜約翰']"
742,[分享] P!SCO-Hey Dear,Sat Dec 30 00:19:13 2017,poet5566 (詩人56),"
https://youtu.be/ApIkonNk48s

歌詞
你推開門砰的一聲坐下
說來點酒精
誠心給你的劇本一點建議
你說你不想聽
所有的人都瞪著你
因為你宿醉還沒醒
導演為什麼都不喊咖
還一直rolling

我只是想要被喜歡
有人在乎有人崇拜
我只是有點需要愛
卻不敢說出來

媽媽說反正我也不唸書
畢業以後腳踏實地
好好的做一根螺絲釘
不要想出名


第一次接觸顯然是聽到《低賤的人》，瞬間就被這種左派厭世風吸引了
當時剛好在期中地獄，越聽越懷疑自己到底在幹嘛
強烈建議讀書時勿搭配顯然

我只是想要被喜歡  卻不敢說出來
想成為鏡頭上被崇拜的那個人 最後還是成為了躲在幕後的小螺絲釘





--
","['AngryYouth', 'rabbit19', 'Yanagi5566', 'kitkatuu', 'kitkatuu', 'GRAYPOINT', 'markkk']","[': 臉書發文也左XD', ': 推推超好聽', ': 阿琺的發文真的超左的xD', ': 讀書還是會聽顯然，覺得旋律', ': 讓我很平靜xD', ': 我也喜歡', ': 這首歌的前奏超讚']"
743,[分享] 甜約翰 留給你的我從未,Sat Dec 30 13:00:24 2017,alan210439 (高應王陽明),"
　https://youtu.be/9KCDSxInPSU

　詞/曲：蔡維澤
　編曲：傻子與白痴

　是的
　我想我們是一樣的
　而你面無表情的承認
　那些令人失望的
　與你積著攢著的 就別說了

　是的
　我也只是個過客
　不留痕跡的
　在希望的尾聲
　看見你信仰黑暗的虔誠

　謊言搭上了昨天
　真實也他媽的賤

　直到生活殺死了一切
　你也不再眷戀
　開始習慣明天
　你終究不愛這世界

　終究與自己脫了節
　終究剩張殘破的臉
　稱得上一點點可憐
　我們都一點點可憐

　所謂 傷得 痛著 賴著 與堅持的



　＿＿＿＿＿＿＿＿＿
　
  2017年中一度厭世地沒有任何希望，也忘了是從哪一個連結聽到傻子與白癡
  第一次聽到的歌就是這首「你終究不愛這世界」

  我想一定是太喜歡這世界了才會如此厭世吧!
  那陣子可以循環撥放一個禮拜的傻子與白癡配藥吃比較好睡

  看過兩次現場表演，覺得主唱唱歌時有一股帥，講話時很kiang

--

--
  淨做些荒謬的夢
  只要記住那不是真的生活就好
  https://www.instagram.com/tam_lok_lok/

--
",['marho541'],[': 超喜歡這首!!!手刀購票']
744,[分享] 顯然樂隊 我只是想要被喜歡,Sat Dec 30 13:12:42 2017,ericyo (yaming),"
https://youtu.be/MbcKFAv4g54
--
驢子
作詞：王之佑、余承恩
作曲：王之佑、余承恩
編曲：RGRY、李英宏

從今天 到昨天
我仔細修改細節
把那些我所犯過的錯
把牆上的洞重新補過
原諒我 猶豫不決
體諒我 有很多意見我才不管你是誰
老子騎著驢子不找馬不管方向是哪邊

光著雙腳踏著地面
但我沒有什麼歷練
有時時光對我追著跑
我害怕有天真的老
我老得像隻驢子
So I 妄想時間能夠重來
人生中的錯誤寧可成為空白
有時想起幾年前的蠢事 也不覺得可愛
而關於我的個性 I'm so sorry 讓你忍耐

Sorry 讓你等待
有時候我動作慢
聰明的人腦袋轉得快
但是我例外
我是隻驢子 不參加比賽
神經病玩的遊戲 我在旁邊挖鼻屎
我早就說過 不該做的我不做
但甚麼該做不該做當然我自己斟酌
別去想以後 腳步踩穩 每一步真實的感受
我放得輕鬆 在時間裡穿梭

從今天 到昨天
我仔細修改細節
把那些我所犯過的錯
把牆上的洞重新補過
原諒我 猶豫不決
體諒我 有很多意見
我才不管你是誰
老子騎著驢子不找馬不管方向是哪邊

我們都像一頭驢子
外表不光鮮
躲在房間
螢幕面前對著歌曲發癲
很多時候我走著漫漫長路
想豐富我的藝術
像頭笨驢走在公路
我不想輸
但也不想贏了他 贏了你
只是不想輸給自己
這些年來我們總是笑著過
把煩惱燒在空中繼續做著我的夢 我的夢
不管你是誰
誰對誰錯不想去瞭解
Put your hands in the air
跟著我唸一遍
你會發現問題都有它的解 嘿
走在沙漠尋找綠洲
我想開竅像是一休
不然你問問 Leo
我們都有一堆煩惱
只能自己解惑

老子騎著驢子不找馬不管方向是哪邊
小子跟馬子聊孔子笑他吹鬍子不如老子悠閒

--

以前總是覺得唱饒舌的人感覺都很凶，
通常在需要跟著罵出來的情緒下才會想點開來聽，
夜貓組的作品卻打破我的刻板印象，
猜想一方面是創作者的個性使然，
更有種與世無爭自嘲的fu，
反倒覺得任何情況之下都很適合播放，
心情好時有微醺感；心情不好時也會有種人生不過如此，笑笑就過了的療癒感
推薦給壓力很大的人，
或許能夠成為生活的一劑解藥！

聽完現場整個覺得健健康康快快樂樂爽爽歪歪了(大心)

--
手機排版請見諒！

-----
Sent from JPTT on my Asus ASUS_Z00AD.

--
從緩慢，理解速度，從腳，理解自由．
從破碎，理解完整．
失去，理解存在．　　　　　　　　　　　　　　<<黃碧雲　媚行者>> 

--
","['chiu0530', 'eric1788995', 'kusakawa', 'ms10607', 'nuclear211', 'aprilee', 'Yanagi5566', 'chercyt2081', 'sky85924']","[': Leo真的是跳脫一切走自己風格', ': 推夜貓，健康歌曲這張的作品都很棒！', ': 他們真的超棒 XD', ': 推夜貓~', ': 我是之佑の粉', ': 推個', ': Yeemao~', ': 這隻驢子人見人愛', ': 之佑の粉+1']"
745,[分享] 傻子與白痴 - 你終究不愛這世界,Sat Dec 30 18:06:58 2017,loklok (Tâm_loklok),"
youtube 連結 https://www.youtube.com/watch?v=ySLhjPEFp40

暴風

作詞：陳惠婷
作曲：陳惠婷
編曲：Tizzy Bac
製作人：Tizzy Bac

空氣停止流動 而飛鳥也不再經過
我在等待 那一場註定的到來

當控訴以沉默 當眼淚無聲地滑落
當所有愛 凍結在遙遠的深海
我看見你 在眼中形成的暴風
呼嘯而來 伴隨著狂亂的漩渦

潮濕的記憶中 開不出美麗的花朵
拿什麼來 安慰我的蠢蠢欲動
我依然看得見 你眼中形成的暴風
即將呼嘯而來 捲起無邊的洶湧

我伸出的雙手 也不能阻擋些什麼
瞬間席捲所有 彷彿從不曾存在過
是否我無意中 輕忽了你承受的痛
讓你形成 倔強 暴風

我記得夜空中 曾閃動美麗的哀愁
也記得曾許下 美好的 單純沉默
但當我無意中 背對了過去的溫柔
才讓你變成了 無聲暴風
我只能流著淚 隨風墜落

----
非主流音樂版首發，會來關注這版完全是因為金曲獎草東引起話題後，john大在八卦版的
發錢文，我才有機會進來一窺究竟。大學以前我聽的音樂還是以流行歌為主，但因為聽歌
的口味漸漸偏向樂團+身邊不少朋友聽非主流，於是就慢慢被推坑了~

據悉這首歌是Tizzy bac的回歸作品(?)版上有幾篇討論
而在水管公布沒多久我就去點來聽聽看~
一開始聽有點不習慣主唱的唱腔，但一陣子沒聽竟然腦袋自動響起這首歌的旋律?!
再次點開來聽之後就深深喜歡上這首歌了~
雖然是非主流音樂的菜鳥，但還是分享給大家~~

--
","['micky0803', 'jenyumi', 'pink1104', 'a0335348']","[': 好聽!!', ': 喜歡', ': 淚推Tizzy Bac', ': 哲毓一定會好起來  淚推']"
746,[分享] 夜貓組 驢子,Sun Dec 31 01:33:42 2017,GRAYPOINT (我一個人記住就好),"
你是我最愚蠢的一次浪漫

作詞：一隻然
作曲：少年佩

官方發布連結:http://weibo.com/p/10151501_63100703
水管歌詞版:https://www.youtube.com/watch?v=DHMx_B9-zdY (cr.雙下巴 Indie Music)

可愛可恨可有遺憾
是你是他又與誰相關
細細緩緩輕輕慢慢
失神歲月一去無返

可曾可願可知冷暖
餘暉散盡又熄滅絢爛
淙淙潺潺簌簌款款
娓娓訴說不驚波瀾

沿窗聽風塵
痕跡都黯然
故事被具象成不愉快的夜晚

時間一過
繼而被吹散
未出口的話喉嚨裡打轉
換成歌給你聽
可能更委婉

仙湖邊有船
微光照彼岸
我是這船上客
它陪我渡孤單

夜的心事
浩瀚又紛亂
你走之後我很少再看
在想像中復燃
可能更解煩

可愛可恨可有遺憾
是你是他又與誰相關
細細緩緩輕輕慢慢
失神歲月一去無返

偷來的時光總是太短

你是我最愚蠢的一次浪漫

-

今年起初聽到房東的貓是美好事物，頓時就被很純粹的吉他給吸引了
第一次聽到這首你是我最愚蠢的浪漫差點就哭了
歌詞寫得很漂亮，非常喜歡第一段主歌用的疊字

任誰應該都有過深陷在一段感情時智商只剩下個位數的時刻
可能都為自己重要的那個人做出一些當時覺得浪漫，事後覺得啼笑皆非的事情
那段過往是愚蠢的，更是甜蜜、浪漫的

縱使結束了，也成為了一段很好的記憶。


--
",[],[]
747,[分享] Tizzy bac 暴風,Sun Dec 31 01:54:37 2017,melon20310 (西瓜果醬),"
https://streetvoice.com/AlfaGallagher/songs/509942/

歌詞：
從前我不相信
現在還是不願意
難以言說 無法忘記
刺耳的大道理

再給我一杯酒
和一根與我等重的木頭
椰樹影婆娑 暖風溫柔
我們不再漂流

舉杯邀明月聊天
數著過完的和剩下的時間
忍痛割下驕傲 捨棄語言
星期五 我在海邊

再給我一杯酒
和一根與我等重的木頭
椰樹影婆娑 暖風溫柔
我們不再漂流

-

顯然樂隊主唱阿琺在蘭嶼創作的歌曲

抽離了這個世界
發現自己仍在默默獨白
這一切只是逃避罷了
請給我一個依靠
請給我




--
",['tramps'],[': 推']
748,[分享] 房東的貓-你是我最愚蠢的一次浪漫,Sun Dec 31 04:14:32 2017,m2345578 (風彾),"
連結：https://youtu.be/lnJMnGI6BXo

歌詞：
他在最後想著 當初怎麼走到這裡來
他不明白 其實
一切早已變成習慣 再也找不回浪漫

還不明白 怎麼重來 也不打算 轉身離開

彷彿再也感覺不到 時間

在生活裡面拉扯 覺得再也不可能 又如何
寧願相信一切 混亂只是暫時的

忽然一陣寧靜襲來 瞬間

—

（文筆不太好、手機排版請見諒）

我到今年底才從朋友那邊得知孔雀眼這團XD

從朋友那邊聽來的時候也沒有馬上去聽，後來無意間聽到〈大夢初醒〉立刻覺得超級好聽
，超喜歡那樣輕飄飄的氛圍以及令晴的迷人的聲音。接著就把迷戀整張聽了一次，之後有
好幾天只聽孔雀眼，每一首的氛圍都不太一樣，有一段時間不管什麼時候發瘋似的只聽〈
VIVIAN〉。兩年前出的〈山上的人〉也很得我心，然後也是很lag的聽了很多次才發現這
首第一句歌詞跟草東的鬼一樣。

有一天又無意間XD看到〈鮮紅〉的MV，在這之前我沒有特別喜歡這首歌，看完MV之後直接
衝上第一名，原本就很好聽了MV整個大加分啊啊啊啊。而且前奏的BASS讓人很上癮，聽完
都想拿BASS出來回鍋了。

總之孔雀眼是我2017時知道的團之中最喜歡的團！

--
","['playjoy', 'DaYehNO1', 'kengyuu', 'jeudionemore', 'will1031lu', 'todd860103']","[': 孔雀眼前團員任博跟現任主唱令晴以前也是草東出來的', ': 我超愛孔雀眼', ': 推愛團，現場很迷人', ': 超喜歡!!!', ': 超愛', ': 在女巫店聽過現場 很棒']"
749,[分享] 阿琺 - 與我等重的木頭,Sun Dec 31 13:22:17 2017,Yanagi5566 (持續厭世中),"

網址:
https://youtu.be/zH1VSeOEfiE

演唱、詞曲｜郭真榕
吉他、編曲｜王耀仟

睡得好嗎？無數哭泣的晚上
常做夢嗎？關於未來或過往

走散了以後不再道阻且長
曾經並肩的方向
交錯縱橫複雜矛盾的心上
或許彼此比未來更難抵達

請告訴我啊
如何在世界崩塌以後
笑著說謝謝你教我那麼多
寂寞的背後
青春看似徒勞無功
但每當我在懷念中回首
弦音依舊

痊癒了嗎？以為好不了的傷
向前了嗎？是否活得如願以償？

太多太美好純粹的想像
最後免不了失望
分道揚鑣以後有什麼留下
我真實的模樣在淚中綻放

請看看我吧
在失去你給的翅膀以後
如何一路上跌跌撞撞的走
回憶多執著
轉身以後別再折磨
讓疼痛乘著燦爛笑容
都變成風 從此自由 時間之流 帶我走

請聽聽我吧
如何在曲終人散以後
拼湊顫抖的自己對你訴說
在很久以後
記得所有美好揮霍
而微光裡初識你的笑容
永遠溫柔

下個轉彎 這一刻後
遙遠的路上那個夢
讓我自己夢


/
這是今年台大音樂節在streetvoice合作辦的學生音樂徵選首獎，所以獲得拍mv的機會~

那時候在街聲的即時熱門榜待了很久也佔據榜首!(現在還在抒情分類的熱門裡)
第一次聽就被詞跟曲吸引，因為我是習慣音樂放著讓它撥做自己的事情，但這首歌真的有抓到我的注意力去點開看是什麼歌，創作者對創作理念的解釋也很讓人感同身受，知道她是大學生簡直不敢置信哈哈~



這是一首送給被留下來的人的歌。


希望有更多人聽見這個年輕的好聲音!

-----
Sent from JPTT on my Asus ASUS_X00ID.

--
",['bccejknpp'],[': 推這首～～～另外她的盛放也很好聽']
750,[分享] 孔雀眼 鮮紅,Sun Dec 31 21:23:04 2017,db12467 (youko),"
https://www.youtube.com/watch?v=FsvI644qmkQ

有點忘記什麼機緣之下認識到這個音樂人
豎琴自彈自唱+一點點電子成份+實驗成份
讓人覺得十分的有意思、有創意
這樣的音樂風格在台灣似乎不太多見


後來她到高雄駁二warehouse表演
真的是被她滿滿的創意所驚嚇到了XD
古典出身的她，後來到國外學過爵士
其音樂中散發出許多創意，不管是和弦的轉換
或者拍子的變化多端(例如她之前的歌""Break Out"")
或者像這首《小綠人不再孤單》
融入許多預錄的新聞聲音
以及不少電子鼓的成份

但是她現場的觀眾還真的有夠少的= =
上次高雄那場，現場觀眾看起來大概30以下吧
大概她的音樂太難懂了…？
總之跟大家分享這首了～

--
",['pink1104'],[': 推蘇珮卿 豎琴女神']
751,[分享] 郭真榕 以後,Sun Dec 31 21:31:00 2017,liyuu0215 (凱西與魚),"
今年最令我震撼的一張專輯大概非健康歌曲莫屬，

過去對饒舌實在沒有什麼感覺的我，

竟然也被健康歌曲這張深深吸引住，

看著Leo王從以前巨大的轟鳴走到現在真的改變很多，

現在跟春艷的搭配根本是OOXX..絕配呀!!!

先撇開歌曲不說，光看他們的MV就能感覺到他們對這張專輯的用心和付出了呀...

春艷已經不在是過去那個在橋下被熊仔電爆的春艷，

Leo王也完全跳脫過去走出自己的風格，

夜貓組真的讓我大開眼界!!!

你是我的wifi
https://youtu.be/96KZZhIFIAs

--
","['nuclear211', 'clark2644', 'GRAYPOINT', 'GRAYPOINT', 'jeudionemore', 'mibwithray', 'Linda']","[': 超喜歡後面國蛋那一段', ': 我本來要發這首ㄉQQ', ': 真的超級合的組合，一開始猶豫到底要驢子還是這首哈哈', ': 哈哈', ': 張藝女神<3', ': 女神學長xd', ': 紙做的shit~']"
752,[分享] 蘇珮卿〈小綠人不再孤單〉,Sun Dec 31 23:44:43 2017,december1952 (快一點),"
2017於我是慘澹的一年
看著現實輾壓自我


而社會上的悲傷不斷疊加
想掙脫卻沒辦法翻身


一樣是說著，好好讀書
好好用功，好多好多都不是你現在該在意的
你會有美麗的生活
書包越重，未來就像美夢
穩定生活多美好 三年五年高普考

被剝奪的，都是你該感謝的
前方路一條
認真讀書繼續考

那些錯，是你沒有好好唸書呀
你只能吞進這樣的殘忍


過了若干年後回到這個地方
雙手合十祭奠自己青春的夢想
戳破了想像，其實再努力都還是被壓垮
不管怎樣
已經喘不過氣來驚訝

補習班的門口高掛我的黑白照片
這世界上還有多少人還清醒著
千篇一律的步伐邁向同樣的地方
一模一樣的穿著埋沒在人群中
忘記自己最初的模樣



最後哭著
直到累得眼淚都掉不下來
殘存的力氣呻吟我還年輕 我還年輕

不，不年輕了
歲月就是如此衰老

我們把理想都忘在
在那輕狂的日子裡

因為貧窮如此沉重
他們只想扯碎年輕人的夢
來賠可怕的醜陋

你問我未來在哪裡
我看不清 我看不清




----------

這篇寫進了三首歌
紅底黃字的部分是歌名
而黃綠底白字的地方是部分的歌詞

年輕卻憔悴衰老的嗓音
訴著絕望的感情
對命的傷心


其實還滿期待老王樂隊明年的展現
也歪著頭，想著明年的我怎麼活



--
","['oray914', 'roscoeyang', 'Squirtle223']","[': 推個老王！', ': 寫的好好...也推老王！', ': 推推']"
753,[分享]夜貓組-你是我的wifi,Sun Dec 31 23:59:59 2017,cra2y37037 (30奈米),"
安安，

剛看完《衝組》回來，

我說啊，

小弟來分享2017年底濁團出的新專輯「亞洲衝擊」，




中的""雷公針""。



小弟是個菜B八，但濁團的專輯也都聽了，現場也看了幾場，
無論是早期汙染式淨化的土製時期，還是現在豪華組合的澎湃，
個人是都很愛啦，

一個字，讚。



老實說我超愛「台客的復仇」跟「臭死了」，從「鄉土˙人民˙勃魯斯」
開始就走非謾罵式的鄉土關懷路線，編曲也越來越精緻，可能有人覺得這樣
就不濁了啊，啊我覺得都是濁啦，不會講啦幹~




歌詞：
從不曾驚風雨 站惦尚高處 一位參天頂相像高度的孤單所在
電光火光 雷聲發作 打破黑暗 四周圍撼動
走出一片天 站比人卡高 十字路口雖然落大雨靠我阻擋
鋒面降臨 烏雲密布 變化無常 贏者全拿

雷公針 站厝尾頂 無人看到所在 誰像我 敢對天嗆聲 去招惹 雷電交加

生性遮倔強 消瘦的面容 就算身軀佇風裡畏寒 不敢移動
鋒面降臨 烏雲密布 變化無常 贏者全拿

雷公針 站厝尾頂 無人看到所在 誰像我 敢對天嗆聲 去招惹 雷電交加

雷公針 高樓頂 自言自語 誰像我 敢對天嗆聲 去招惹 雷電交加

是雷公針 放橋頭頂 遠離世間是非 風暴中 接受天挑戰 不認輸 重新來得到力量

看 你看 你看 沁烏煙大樓 到最後只剩一陣臭火焦
看 緊看 緊看 外靠這燒熱 口乾擋未條 腹內火氣大
有哪無 欲哪毋 別來這套 半條命 車拼 巴爹力算啥





這張專輯找了一堆人合作，本來想分享最後一首""永遠存在的台灣""，
但這首太霸氣了，還找來閃靈小黑編曲，雙踩踏出烏雲密布雷聲轟轟的氛圍，
副歌""看！你看！你看！""俗擱有力又嚷嚷上口，非常爽快！爽完後的霸氣尾奏
發現褲子已經濕一片了。



總之有別於過去聚焦在台灣本土、底層社會、風俗民情等，這張專輯把視點放大
到整個亞洲，有趣味、有戲謔、有無奈，當然也有溫暖。







然後找不到試聽的地方，自己去買專輯啦= =



最後祝大家新年快樂~~







-----
Sent from 1234 on my DICK

--
https://imgur.com/nRZxaBc.gif

--
","['AngryYouth', 'mco520', 'Slashing', 'john0liang', 'GRAYPOINT', 'Yanagi5566', 'mibwithray', 'adiharu', 'Slashing', 'Slashing', 'Slashing', 'Slashing', 'tigerzz3']","[': 是你.....', ': 可是你看內文時間(指)，為什麼不是01/01', ': 對啊 為什麼  我00:00按的ㄟ', ': XDDD', ': 壓線欸！超強！', ': 59:59 xD', ': 拍拍', ': 衝組好看嗎~', ': 粉絲向，以閃粉來說ok，原版是四小時後來剪接濃縮後有的', ': 地方會有交代不清或銜接不順的問題。', ': 演員都演得很好(包含Randy)，台語也很自然流順，爽度也', ': 有，音樂棒，ㄎ。', ': 這張讚 爽聽']"
754,[分享] 穩定生活多美好 三年五年高普考,Mon Jan  1 00:00:02 2018,mco520 (麥田),"
一年年 一年年 流轉著
我盡可能 抵抗著 被遺忘的 所有可能

一年又過去了。


從認識謝震廷到現在，也十年了呀。

記得小學時那個搖來晃去的腦袋瓜，看到哥哥的遙控器轉到超級星光大道
立刻被電視上的小孩吸引住

說是小孩，其實也是大了我一些的大哥哥(笑)


從此著迷。
記得他唱的每一首歌。

就算有劉明峰、周定緯、潘裕文、林宥嘉、盧學叡......各個唱將
最無法自拔的聲音，還是謝震廷


因為週日晚上不能看電視
在下個禮拜重播前，早知道那次淘汰的是謝震廷
我還是忍不住嚎啕大哭，我真的好難過
真的好想再聽他唱歌
(據我娘的說法，我哭到一樓都聽到我的哀號)(我在四樓看電視)


後來的星光傳奇賽，謝震廷回來了
雖然超快被淘汰
他不是他們要炒的話題，他不算讓人矚目的偶像

但他還是唱著歌
我還是在這裡 唱著歌
是你 陪著我 唱過的歌
哪怕世界總有太多抉擇
哪怕生命經歷再多轉折
那些共有的青春
是不會輕易被抹去的


在youtube搜著double two
聽著他一首一首的cover
還有那些創作

也在那時認識了宜農的歌。

好開心的，他也和宜農一起表演了，後來
雖然我沒有搶到票過......嗚嗚


他沉寂、陰鬱了那麼大段的時間
那個男孩。

他唱著「走」。
他又出發了。



一步步 一步步 地走著
一幕幕 一幕幕 浮現了
沿途散落的天真 卻遍地開成花了
原來我心裡的太陽 還熱著
查理，誕生了。



拿下金曲獎，爆出一些糾紛新聞
他還走著。



接著是「年」



南下到了高雄期待著
買下了剛好是自己生日的編號的那張單曲

看著他在台上顫抖唱「17」
男孩，沒有離開過。
其實你可以輸給任何人 沒什麼好爭


問著，有人是從他13歲支持到現在的嗎
脹紅著臉，興奮的舉著手
即使不會被記得，也想讓他知道這一路上都有人在等他


有時候愣著想
那時候爆紅的選秀節目、那些人

走到現在的，真的好少
能堅持唱著自己的歌的人，也好少

或許他們還想，但現實這麼殘酷
能走到現在，多難。


一年年 一年年 流轉著
我盡可能 抵抗著 被遺忘的 所有可能
來不及告別的人啊
我要守住我們的緣分
就算光影再曲折
相信有天你會聽見



震廷在台上說
「年」是給我們的歌
只在現場唱，而專輯也只在現場賣
甚至不會上數位

雖覺幸運，但也有些可惜
如果我當時沒毅然決定跑到高雄，是不是就聽不到了？


幾個月後，粉絲頁上說，「年」上數位了



覺得被背叛。



不是不願意這首歌讓更多人聽到
可是那時候承諾的明明是......


而留言看來，確實不少人也這麼認為
「年」的承諾，被打破

然而一年還是過去了。
不管發生了什麼事，時間都不會停下





拿出音響裡那張聽了一個星期就被刮得亂七八糟的單曲
對偏愛實體CD的人來講，這個品質堪慮啊(笑)

一年要過去了
想著那些遺憾、哀傷和眼淚
還有些感動和好多好多日子的那些





接下來就是2018了呀。





不要放棄 要好好活著


--
","['cra2y37037', 'Slashing', 'Slashing', 'Slashing', 'Yanagi5566', 'mibwithray', 'cra2y37037']","[': 我輸惹QQ', ': 嫩', ': 好ㄅ  給你 新年快樂~~~', ': 沒ㄅ ㄎㄎ', ': 這篇才是2018第一篇啊xD', ': 恭喜捏', ': 恭喜！新年快樂～']"
755,[分享] 濁水溪公社 - 雷公針,Mon Jan  1 00:00:03 2018,Slashing (沒臭沒小),"
為了3000p我也要來搶頭香！！！

不知道會不會搶到

不過還是要祝大家新年快樂

2018版運昌隆！！！

然後新年新希望，希望能再看到猛虎巧克力合體啦QQ

來首猛虎迎接2018吧～
https://youtu.be/FXBDEOGgy1Q

--
","['Slashing', 'mco520', 'Yanagi5566']","[': 嫩', ': 新年快樂~~~居然差一秒 xD', ': 新年快樂！']"
756,[分享] 年,Mon Jan  1 00:00:07 2018,mco520 (麥田),"
之前去看台中場超冷的，
主唱說這是一首letting her go的歌


https://youtu.be/EtBNo6ugIj8

「就讓我在這裡腐爛吧
跟著黑暗消失在空氣中
親愛的你還是去找別人吧
把青春用你想要的方式浪費了

開心地笑 放肆地做愛
抽煙喝酒 但是不要忘記今晚
醒來之後 就是新的人生了
不必煩惱 不必煩惱 只要繼續唱著歌

原來是夢 醒來還是夢」

想把這首歌送給一個很重要的人

「麻痺的人生習慣痛苦的關係 但是你又習慣和那個人在一起」
-擱淺的人

看著你在關係內掙扎痛苦，好像在你身上看見幾分以前自己的影子


不管你做的決定如何，如果你決定l讓自己走

就當作是做了一場夢吧

醒來之後，我們會陪你承擔夢的餘韻



--
","['Slashing', 'cherryFKbomb', 'oray914', 'Yanagi5566']","[': 嫩', ': 台中場的觀眾真的異常冷靜', ': 最喜歡這首跟快樂', ': 發片巡迴台中場滿chill的啊ㄏㄏ 超愛!!!']"
757,[閒聊] 新年快樂！！！,Mon Jan  1 00:00:08 2018,cra2y37037 (30奈米),"
https://www.youtube.com/watch?v=J_5n9LXT5DM

又這麼老一歲
只能躲在屋頂抽香菸
對星星許個願
小叮噹帶我回到十八歲
十八歲太遙遠
要很瘦很輕穿越地平線
沒什麼好後悔
反正時間永遠不會停歇
I was young




I was pretty
I was happy everyday
Have some fun
don't be late
We can go anywhere
Yes you know
now I'm old
Mom and daddy tell me to go
就這樣老了好幾歲
太多的心情一直在轉變
太多事情要忙
還要應付奇怪的新文化
千萬別忘了啊
總有一條街代表你的家
我的名字只能代表百分之三十的我
I was young




I was pretty
I was happy everyday
Have some fun
don't be late
We can go anywhere
Yes you know
now I'm old
Mom and daddy tell me to go


Leo王：
是誰還沒十八就偷抽
香菸的屁股被丟進水溝
翻過這道牆後的我
總是想得太多又想得不夠多
有沒有搞錯
人都會老但我還沒有老過
百分之七十的我認真過每分鐘
剩下的我飛到太空喝啤酒
da da da lu da da ( 外星語loading … )
Whatever you say I really don’t care
把面子問題忘了專心當個 Loner
沒有人在乎 那請問你在乎的是什麼？
Walking down the street with my flip flops


------------------------------------------------------------------------------

雀斑樂團主唱乾淨又富童趣的聲音

配上旋律輕快有如雨滴般的節奏

在一聽到的時候我就深深被這首歌吸引

看了歌詞後我更喜歡這首歌

將成長的苦悶以歡快的歌聲

彷彿邀請收聽的你我加入MV那場慶生派對

推薦給 在長大掙扎的你我

--
要是能重來，我要向妳掰

--
","['Slashing', 'lili1392020', 'pink1104', 'aprilee', 'eggcakela', 'bettyww']","[': 嫩', ': 這首很推啊，還有翻唱的標準情人也很雀斑風', ': 雀斑超讚', ': 推', ': 推 我也很喜歡', ': 推雀斑！！！']"
758,[分享] deca joins 夢,Mon Jan  1 01:01:47 2018,AngryYouth (森寶),"
https://youtu.be/Q-ls5n3ujgQ

這首歌在暑假快結束的時候推出mv
很應景 現在剛好2017結束
不想就這樣結束
也許有一些遺憾
就讓我狂妄的放逐
迎接值得期待的2018
希望2018能聽到原子邦妮的現場！

--
","['adiharu', 'emblakenta', 'holishing']","[': 邦妮!', ': 這個我超愛！！！', ':']"
759,[分享] 雀斑樂團 - 不標準情人,Mon Jan  1 02:36:46 2018,poet5566 (詩人56),"

01/01/2018 02:26:10 支出 $3334 ($3622 => $288) 轉帳給 mco520 (稅後 $3000)
01/01/2018 02:32:26 支出 $112 ($288 => $176) 轉帳給 Slashing (稅後 $100)


耶~ 新年快樂

說到不要放棄好好活著

一起把煩惱都燒了吧 ㄏ

向未來借人生吧

https://www.youtube.com/watch?v=ekZ57ZzeNPY


最近看到血肉預告18年夏天要發片

什麼時候輪到草東發滔滔啊啊啊

前年演唱會聽到幾乎都是新作品

就好期待好期待



--
 作者  mibwithray (東別出正妹)                                     看板  Hate 
 標題  [歡樂] 耶誕城                                                          
 時間  Fri Nov 20 19:37:23 2015                                               
推 dreamcomes: 正妹給推11/20 19:43
推 womantalk: 你是板橋人?11/20 19:43
→ womantalk: 出來修幹ㄇ11/20 19:44

--
","['dreamcomes', 'womantalk', 'womantalk', 'Slashing', 'mco520', 'AngryYouth', 'mibwithray']","[': 正妹給推', ': 你是板橋人?', ': 出來修幹ㄇ', ': = =', ': m大傾盡家產惹，新的一年再來挖掘好歌好團吧！', ': 給我錢', ': 沒錢惹...']"
