,標題,時間,作者,內文,留言作者,留言
10,[自介]Lynn77,Mon Apr 15 21:30:08 2019,Lynn77 (仔仔),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：Lynn77


2. 暱稱：仔仔


3. 星座：摩羯座


4. 喜歡的樂手或樂團：晨曦光廊、甜梅號、Hello Nico、怕胖團、茄子蛋、房東的貓


5. 喜歡的歌曲：《長大以後》、《60km/h》、《月娘總是照著我們》、《魚》


6. 何時接觸非主流：高二，被課業碾壓得正要窒息的年紀



7. 想說的話：謝謝雷雷的啟聰，帶我領略非主流的秘境♥
                                       ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■          ■              ■   ■■■   ■
  ─┼─          ■  ■          ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■           ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■        ■
■  ■           ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016



--
--
",[],[]
11,[自介] ning1224,Mon Apr 15 21:30:15 2019,ning1224 (憶),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★

╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：ning1224


2. 暱稱：YI


3. 星座：摩羯


4. 喜歡的樂手或樂團：toconoma、甜約翰、VH、toe、per se、the sulis club


5. 喜歡的歌曲：靠窗座位、並不是夕陽美景、second lover


6. 何時接觸非主流：高中


7. 想說的話：希望可以認識很多聽團捧油～～～



         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

-----
Sent from JPTT on my iPhone

--
",[],[]
12,[自介] cc220,Mon Apr 15 21:38:38 2019,cc220 (米粉),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★

╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪


1. 唉滴：cc220


2. 暱稱：米粉


3. 星座：牡羊


4. 喜歡的樂手或樂團：隨性 告五人 Trash


5. 喜歡的歌曲：想你點煙 愛在夏天 世界盡頭


6. 何時接觸非主流：高中


7. 想說的話：希望可以帶身邊更多人認識非主流音樂



                         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

--
",[],[]
13,[自介] leiwen89,Mon Apr 15 21:43:30 2019,leiwen89 (超雷人),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：leiwen89


2. 暱稱：雷雷


3. 星座：雙子


4. 喜歡的樂手或樂團：體熊專科、聲子蟲、晨曦光廊、昴宿、silver bus、既視感、康士坦、話梅鹿、Why Oceans(超愛後搖)
拍謝少年、透明雜誌(嗚嗚)、Deca joins、糯米糰、VOOID、八十八顆芭樂籽、大象體操、宇宙人、淺提、橙草


5. 喜歡的歌曲：時雨! 暗流、萬華的宇宙、少女、世界還是毀滅算了、高雄、烏鴉


6. 何時接觸非主流：高一熱音社開始吧，會開始去看LIVE是升高二的暑假偶然看了pg.lost的現場，結果馬上入了後搖坑，發現看現場的震撼完全不是耳機可以比擬的!然後就開始狂跑LIVE然後在youtube上亂點了



7. 想說的話：想推身旁的人入後搖坑，可是很多人都不想認真聽啊...
許願有生能夠看見透明雜誌的LIVE，太晚認識了，只能一直看以前的側錄飲恨...



                       ■
 ■  ■■■■■■■■ ■
 └─┘  ■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■ ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■ ■■■■ ■ ■ ■
■ ■■■■■■ ■ ■ Non-mainstream-music 2016


--
","['k300plus', 'realrouuu', 'shadowmamba', 'sleetyarn', 'fuxuan11']","[': 也希望透雜能一夜復活QQ 不過有去過一次惹握專場 超爽XD', ': 透雜嗚嗚嗚嗚', ': 超愛後搖+1', ': 推後搖和聲子蟲～～', ': 推後搖！！超愛！！！']"
14,[自介] ham_dragons,Mon Apr 15 21:52:39 2019,hamdragon (觀音拿鐵),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪


1. 唉滴：hamdragons


2. 暱稱：西瓜


3. 星座：射手座


4. 喜歡的樂手或樂團：無妄合作社、透明雜誌、傷心欲絕、那我懂你的意思了、the fur
.



5. 喜歡的歌曲：.同溫層的雨季


6. 何時接觸非主流：高中






                         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

--
",[],[]
15,[自介] yayayan,Mon Apr 15 21:56:04 2019,yayayan (mamurayan),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪


1. 唉滴：yayayan


2. 暱稱：胖胖


3. 星座：雙子


4. 喜歡的樂手或樂團：無妄合作社 Deca Joins


5. 喜歡的歌曲：開店歌


6. 何時接觸非主流：高中 現在還蠻驚訝第一個聽到的非主流樂團是草東 哈哈......


7. 想說的話：希望能參加更多音樂祭



                         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

--
",[],[]
16,[自介] heheee,Mon Apr 15 22:39:12 2019,heheee (be happy),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★

╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪


1. 唉滴：heheee


2. 暱稱：Zoe


3. 星座：雙子


4. 喜歡的樂手或樂團：柯泯薰 黃玠瑋


5. 喜歡的歌曲：等妳擁有勇氣


6. 何時接觸非主流：2015參加女巫祭之後才開始


7. 想說的話：希望越來越多人聽見非主流音樂，因為我們的選擇，才會讓更多人聽見這
些聲音。



                         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

--
",[],[]
17,[交易] 街角無常雙日票一張,Mon Apr 15 22:55:17 2019,squidsoup (居居),"
買了兩張票，然後
一覺醒來發現自己根本沒有朋友
所以售出一張街角無常雙日票
可現場交易 也可轉帳給QR code
意者站內~~~~


--
","['Yanagi5566', 'squidsoup']","[': 看成街角無雙www', ': 5/4快來無雙一下阿=）））']"
18,[情報] 【白頻率 2019 校園計畫演出募集】 ,Mon Apr 15 23:01:52 2019,justrockaoi (霖仔),"
【白頻率 2019 校園計畫演出募集】
https://i.imgur.com/dq3Arr2.jpg


    白頻率首次校園演出計畫，演出募集正式展開!!
歡迎任何有興趣了解詳情的朋友填寫下方表單

報名表單      :
https://forms.gle/L4yhaTEjtYkMmmVh7

\\

常常聽別人說 :「玩音樂是條不歸路。」
但其實在我們眼裡，音樂更像是一條歸路。

每當你聽著、或是演奏著某一首歌曲時，
彷彿可以喚起專屬這首歌的某一段記憶，
很多現實生活中已經回不去的時光，音樂都能帶著你回去。

【如果你能到我的雨裡面】這張作品自去年8月發行至今已過了半年，
期間內白頻率把握機會跑遍北中南各地大大小小的演出，
這段時間總是讓音樂帶著我們四處闖蕩，

因此這次我們籌辦了這個校園計畫，
白頻率想主動將自己的音樂帶回最初的地方，
也就是促使我們組成並創作這些歌曲的校園中。

白頻率將以完整編制的演出前進校園，
希望我們的歌曲，也能成為專屬於你們生活中的某一段回憶，
並在未來的某一天，
與你們相約在歌曲裡再次憶起。

＝＝＝＝＝＝《校園計畫 _ 募集辦法》＝＝＝＝＝＝

▊ 募集對象  ▊
全國高中職與大學之社團/學生會 等任何校園單位，
凡舉辦社團成發、校內演唱會等任何相關活動，
皆歡迎填寫本表單報名。

▊ 活動時間 ▊
即日起 ~ 108年8月底前，
本次活動為演出、募集同時進行，
期間內的任何活動皆可報名。

▊ 演出內容 ▊
完整編制演出，為維護演出的水平與完整性，
表演時間為至少30分鐘，至多50分鐘。

▊ 報名注意事項 ▊
1.活動場次有限，能優先確認演出日期者將優先排定演出。
2.所有報名將於我方評估後以E-mail與報名者聯繫，煩請聯絡人於報名後務必注意信箱收
件。
3.演出排定後需負擔白頻率演出車馬費。

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

【白頻率四月演出資訊】

    小地方生日派對：放心到我的雨裡面
時間｜4/20 Sat. 1930 Open / 2000 Start
票價｜單人預售400 / 雙人套票700 / 三人限量票1,000 / 現場500
地點 | 小地方展演空間
預售連結｜https://www.indievox.com/apamini/event-post/21802
w /貳伍吸菸所 Smoking Area 25 & 杜爾與索克

\

    【狂南之途】臺南大學熱音晚會
時間 | 4/21 Sun. 16:30 .open／17:00 .start
票價 | 免費入場
地點 | 國立臺南大學中山館

\

    2019浮現祭 Monster Energy X Emerge Fest
時間 | 4月 27日 - 28日
地點 | 台中洲際棒球場停車場
售票連結 | https://bit.ly/2TTUIqs

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

攝影 | 吳優

--
","['Squirtle223', 'kazeho', 'me13579eric']","[': 同校推推', ': 推白頻率', ': 白頻率推推！']"
19,[情報] 本周末Remiso(UK)南北巡演w/TheJUNK帆人,Tue Apr 16 07:48:51 2019,fengsongreen (bluesboy),"
https://i.imgur.com/rj4b1xs.jpg
資訊：http://tinyurl.com/yyjhdeju

不知道版上有沒有人認識......
但真心推薦英國來的Remiso
目前他們已完成日本、香港等地的世界巡演

4/19 周五會到台南TCRC
4/21 周日會到台北PIPE

希望對樂器演奏類型感興趣的朋友多多支持

--
",[],[]
20,[自介],Tue Apr 16 07:52:26 2019,fengsongreen (bluesboy),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪


1. 唉滴：fengsongreen


2. 暱稱：ak


3. 星座：巨蟹


4. 喜歡的樂手或樂團：Bill Withers/Ohashi Trio/Vulfpeck


5. 喜歡的歌曲：Ain’t no sunshine


6. 何時接觸非主流：12歲


7. 想說的話：音樂無窮大



                         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■  ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

--
","['kurumiii', 'john0liang']","[': 推大橋!!!', ': 12歲，太厲害了！']"
21,Fw: [情報] 4/27 木箱鼓講座,Tue Apr 16 13:33:11 2019,swordart5566 (56不能亡),"
",[],[]
22,[情報] 吉他編曲講座 PTT 版友同享學生優惠！,Tue Apr 16 13:40:20 2019,jasonchentw (JC),"
各位板友好，小弟打工的音樂教室存在音樂，

近期請到 MI 碩士畢業，具十年教學、演出、session 經驗的烏梁海老師，

來為大家介紹樂團吉他編曲的入門。

4/21（日）下午 13:00 - 15:00，場地位在信義區，

PTT 板友或具學生證者享有 200/人起 的優惠票價！

講綱、購票與詳細資訊請點我：https://www.accupass.com/go/beingmusic0421

謝謝各位撥冗閱讀：）

--
","['Yanagi5566', 'Yanagi5566', 'Yanagi5566']","[': 雖然沒有廣宣規範但是建議您之後貼廣宣文要先經過板主', ': 同意比較妥當喔！', ': 打工辛苦了xD 有優惠給推啦！']"
23,[情報] 5/11 硬底子有Guts 高雄義大草皮,Tue Apr 16 15:43:21 2019,ashianQQ (阿賢別QQ),"

八十八顆芭樂籽 主唱阿強：
「斯巴達數學很差！This is Spartan！」

你不必和這個世界裝熟，但這次例外
今年春天就要你用力吶喊，打破對看團花大錢的印象
超值揪團優惠，笑中帶淚狂推朋友吧

夠硬夠青春的

#硬悍票 $499 #青春票 $459
?即刻買二送一（三人同行，一人免費）

超勇的 #勇士票 $399
?即刻買三送一（四人同行，一人免費）

立刻tag朋友搶票去！
https://kwankwan2.kktix.cc/events/guts-d45cccf1

1演出陣容
八十八顆芭樂籽 88balaz｜夜貓組 Yeemao｜美秀集團｜無妄合作社 No-nonsense Collective｜SmashRegz/違法｜P!SCO｜Empty Orio

2活動資訊
● 日期｜5月11日(六) 16:30
● 地點｜高雄義大世界大草坪

3售票
KKTIX及全台全家便利商店Famiport機台
#硬悍票 $499
#青春票 $459（需出示學生證）
#勇士票 $399（需提供斯巴達訂單編號）

＊優惠方案每張限使用乙次，不得重複使用。
＊贈送之免費名額，同行人數到齊方能入場，不得以任何理由分開使用。
＊進場前請保持票券完整，入場聯務必由工作人員撕下，方可證明符合贈送資格。
＊未按照規定者，主辦有權拒絕未持票者入場。
＊VIP票卷不適用此專案優惠。
http://i.imgur.com/17NCgOP.jpg
_https://m.facebook.com/story.php?story_fbid=2318085271814356&id=2288085048147712
_
_
3人同行，平均一人333看7團，還不快買票~~~

-----
Sent from JPTT on my HTC_U-3u.

--
","['john0liang', 'cc220']","[': 已買票！', ': 徵一位 有沒有人要跟我們一起去的']"
24,[自介] ,Tue Apr 16 22:07:37 2019,ica6131 (米青子),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★

╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：ica6131


2. 暱稱：PP


3. 星座：牡羊


4. 喜歡的樂手或樂團：透明雜誌、落日飛車、森林forests、川秋沙、boyz&girls、skip skip ben ben、當代電影大師、YMO、ゆらゆら帝国、大貫妙子、DYGL、yahyel、DIIV、beach fossils、The radio dept、Molly Nilsson 、MBV、Crescendo............


5. 喜歡的歌曲：斑斑的一切都回不去了還有VOOID的新月，前者每次聽都想哭後者則是很喜歡生蠔唱的那句'和所有愛過的恨過的犯過的錯，都向新月告解'的唱腔。


6. 何時接觸非主流：2015


7. 想說的話：一直都是一個人看團，很爽也很孤單，然後希望我有生之年看得到YMO跟MBV，還有透雜跟迷幻幼稚園^_^



         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

-----
Sent from JPTT on my iPhone

--
","['db12467', 'SUJO', 'jedison0924', 'yenlin411', 'sleetyarn', 'chsin0908', 'xiaowei', 'royroy113']","[': 推透雜跟新月跟一個人看團T_T', ': 推斑斑跟新月跟一個人看團Q_Q', ': 推斑斑跟透雜跟一個人看團T_T', ': 推落日飛車跟一個人看團Q_Q', ': 推透雜跟ゆらゆら帝国跟一個人看團T_T', ': 推蘑菇帝國跟一個人看團T_T', ': 一切都回不去了真的超讚QQ', ': 推牡羊跟落日飛車跟一個人看團QQ']"
25,[閒聊] 會把CD拿出來聽嗎,Wed Apr 17 01:16:10 2019,SuperRoMay (圓子大神),"
自從開始聽團之後，就開始了我實體專輯收藏 之路。無奈現在串流太普及，平常聽歌都
是用手機。

有時候真的好想聽實體CD啊！但是除了筆電，家裡居然沒有CD player……又不想為了聽
音樂把電腦打開。
有股衝動想買台CD player，一次好好地把一整張專輯聽完，去享受專輯裡面的曲目的起
承轉合。

不然買了專輯之後，它們被臨幸的機會好低呀。

想問問版友們有沒有類似的衝動呢(誤
另外偷渡問有沒有推薦的CD player XD

--
","['SUJO', 'SUJO', 'dragon8144', 'lily0904', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'lmcoming', 'lmcoming', 'nemnemo', 'nemnemo', 'nemnemo', 'kimi0517', 'joytsai0612', 'sclbtlove', 'Yanagi5566', 'Yanagi5566', 'hydebeast', 'fordayever', 'tk930732', 'chuagr', 'cymbal', 'cymbal', 'writter', 'leiwen89', 'SuperRoMay', 'tpenig', 'charlie60508', 'Westside1998', 'beverly4222', 'cloudylove', 'Haine', 'graffitiblue', 'Alale', 'Alale', 'j19741123', 'ee367903', 'clien7498', 'tigerzz3', 'zumma', 'liz1412', 'liz1412', 'yuki08', 'batis', 'batis', 'cymbal', 'rubeinlove', 'Yanagi5566', 'Yanagi5566', 'Yanagi5566', 'rabbychen76', 'rabbychen76', 'wally840503']","[': 我以前也是，前陣子買了才比較常拿出來常聽', ': 如果有收卡帶的話推SONY的CFD-S70', ': 同問推薦的隨身聽', ': 我最近也這樣想，同求推薦！', ': 我都買來拆封看一下歌詞本就保存起來，不然頂多copy音檔', ': 到手機就收起來', ': 買完純收藏而已，結果越買越多，買到手頭太緊只好再轉賣', ': ...', ': 我的筆電沒辦法放CD…如果有推薦的播放器請推薦我', ': 家裡一堆獨立樂團/歌手CD都是未拆封', ': 買來拷完放在mp3聽 然後就收起來了', ': 不要相信串流啊 哪首歌突然被消失就GG了', ': 還是乖乖支持樂團ㄅ！', ': 每天聽CD～', ': 我都買CD支持然後聽串流', ': 買cd然後轉無損就收起來了', ': cd就跟藝術品一樣 是擺來欣賞ㄉ', ': 我也是轉完無損就收在架子上了ㄏㄏ', ': 抓無損進手機啊 而且串流平台也是一張一張的專輯不是', ': 我買二手sony walkman聽', ': 除非要簽名 大概有四年沒拆過CD的', ': 買完拷成無損，偶爾才用CD隨身聽聽', ': 會啊 我還在用CD隨身聽 實體唱片聽起來真的很有滿足感', ': 手邊約有6台8、90年代的日製CD隨身聽 音質頗不錯', ': CD PRO2', ': CD還是要收一下 現在串流都沒有透雜了QQ...', ': 我覺得轉無損跟用播放器聽不一樣QAQ（感覺派的', ': 我有幾張會拿來聽 其他的拿來當純收藏', ': CD不會背叛你', ': 拷完即收藏～', ': 同求推薦的播放器QQ', ': 沒有播放器+1 QQ', ': 一種儀式感啊啊啊 浪漫欸', ': 買藍芽喇叭特別選可以放cd的 偶爾用cd聽感覺很爽', ': 我在家用電視的DVD player和音響聽，外出轉無損用Google dr', ': ive+CloudBeats', ': 最近開車都放CD 覺得還是CD爽', ': 透明雜誌QQ 連cd都沒了吧', ': 推不要相信串流！', ': 會買 開車聽CD+1', ': 買實體放CD座開音響聽。', ': 放到iTunes上後就會收到櫃子裡供著', ': *CD買來', ': 以前會 現在買來供著 串流太方便了 (所以一定要去現場XD)', ': 有CD隨身聽的臉書社團', ': https://www.facebook.com/groups/sonywalkman/', ': 聽過一陣子串流 真的很方便但也很空虛', ': 一定聽啊！CD就是要拿來放的', ': 串流隨然方便聽歌單跟單曲', ': 但就讓專輯的價值逐漸消逝', ': 創作者會把這些歌放在同一張專輯絕對有他的用意在', ': Apple系統的話只要用電腦讀CD 就可以傳到iTunes 可以', ': 串聯手機帶著走～（但會佔手機空間就是了', ': 會買但是捨不得聽XD']"
26,[交易] 售 5/4 5/5爛泥發芽一張,Wed Apr 17 14:56:27 2019,kkee515 (奧少年),"




1.徵/售/換/贈：售


2.交易項目：爛泥發芽 一張～


3.交易價格：原價1688 1600就好～


4.交易時間：站內～


5.交易地點：是電子票唷～所以可以ㄅ用面交之類的 方便方便


6.備註：爛泥ㄉ票好像是階段性調漲，朋友剛好不能去了很可惜，希望有人可以帶走，然後要一起玩也可以XD
-----
Sent from JPTT on my iPhone

--
","['mushpupu', 'ashianQQ', 'ashianQQ']","[': 我也要賣一張 售1600 意者站內', ': 徵一張1314早鳥，配合賣家寄送或彰化面交，屆時在爛泥可', ': 以請你喝啤酒：）']"
27,[自介],Thu Apr 18 15:01:06 2019,Ansirchew (宜蘭陳綺貞),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪


1. 唉滴：Ansirchew


2. 暱稱：Ansir


3. 星座：巨蟹


4. 喜歡的樂手或樂團：李志 Yuck(停留在Daniel Blumberg退團前) 滅火器 無妄合作社
拍謝少年 以上最喜歡


5. 喜歡的歌曲：梵高先生 廣場 Chew Rubber 欲走無路 1945 山頭 來廣營少女 無題 暗
流


6. 何時接觸非主流：國一

7. 想說的話：
小弟不才，第一次聽非主流變是叔叔買的yuck專輯，聽完為之驚艷，長大後想去一次他們
在台北的專場時，Daniel退團的悲劇就發生了，這讓我理解到聽團不能等，錯過這次就沒
有
下次了QQ


                         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

--
",['yenlin411'],[': 聽團不能等！！']
28,[交易] 浮現X山海屯雙場雙日早鳥,Thu Apr 18 20:57:07 2019,shadowmamba (joseph13940),"



1.徵/售/換/贈：售


2.交易項目：浮現X山海屯雙場雙日聯票一張


3.交易價格：2000


4.交易時間：4/25前


5.交易地點：台中面交/先付款後寄票


6.備註：雙日雙場很划算快把他帶走啊！

--
","['ashianQQ', 'ashianQQ']","[': rockmeral版很好賣~', ': rockmetal~']"
